,Title,Title_EN,ISBN,Author,Auth_Sugg,az_EN_link,gr_EN_link,az_IT_link,an_IT_link,Yes24_link,Naver_link,Shelves_gr,N_pag,Rating_gr,Rating_Distr_gr,Num_Voti_gr,Num_Rev_gr,Pub_Date_gr,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az
94,조이랜드,Joe Land,9788960178335.0,스티븐 킹,Stephen King,https://www.amazon.com/Joyland-Stephen-King/dp/1781162646/,https://www.goodreads.com/book/show/13596166-joyland,https://www.amazon.it/Joyland-Stephen-King/dp/8868363097/,https://www.anobii.com/books/joyland/9788820054274/01c1b3739303d30ad6,http://www.yes24.com/Product/Goods/12191462,http://book.naver.com/bookdb/book_detail.naver?bid=7438048,"['Horror\n1,647 users', 'Mystery\n1,434 users', 'Fiction\n1,391 users', 'Thriller\n616 users', 'Mystery > Crime\n474 users', 'Thriller > Mystery Thriller\n221 users', 'Fantasy > Paranormal\n188 users', 'Audiobook\n183 users', 'Young Adult > Coming Of Age\n156 users']",283,3.92,"['30%', '41%', '22%', '5%', '2%']",138713,13092,Published June 4th 2013 by Hard Case Crime,4.6,"['71%', '19%', '7%', '2%', '1%']",6685.0,3525.0
95,롱 워크,Long work,9791158880262.0,스티븐 킹,Stephen King,https://www.amazon.com/gp/product/0451196716/,https://www.goodreads.com/book/show/9014.The_Long_Walk,https://www.amazon.it/lunga-marcia-Stephen-King/dp/886836123X,https://www.anobii.com/books/la-lunga-marcia/01ff1f831ef27050ea,http://www.yes24.com/Product/Goods/23021682,http://book.naver.com/bookdb/book_detail.naver?bid=9778676,,,,,,,,,,,
96,언더 더 돔 1,Under Dome 1,9788994210674.0,스티븐 킹,Stephen King,https://www.amazon.com/Under-Dome-Stephen-King/dp/0340992581/,https://www.goodreads.com/book/show/6320534-under-the-dome,https://www.amazon.it/dome-Stephen-King/dp/8868360276,https://www.anobii.com/books/the-dome/9788868360276/01c07557353f6fa6be,http://www.yes24.com/Product/Goods/4456589,http://book.naver.com/bookdb/book_detail.naver?bid=6430108,"['Horror\n3,465 users', 'Fiction\n2,449 users', 'Science Fiction\n1,495 users', 'Thriller\n917 users', 'Fantasy\n512 users', 'Mystery\n480 users', 'Suspense\n333 users', 'Audiobook\n259 users', 'Adult\n225 users']",1074,3.9,"['33%', '37%', '22%', '6%', '3%']",279422,15467,Published November 10th 2009 by Scribner,4.4,"['63%', '20%', '9%', '4%', '3%']",6688.0,4862.0
97,톰 고든을 사랑한 소녀,Girl loving Tom Gordon,9788982738159.0,스티븐 킹,Stephen King,https://www.amazon.com/Girl-Who-Loved-Tom-Gordon/dp/1416524290/,https://www.goodreads.com/book/show/11564.The_Girl_Who_Loved_Tom_Gordon,https://www.amazon.it/bambina-che-amava-Tom-Gordon/dp/8868362422,https://www.anobii.com/books/la-bambina-che-amava-tom-gordon/9788820090630/0180f7ce8a8b50b9c2,http://www.yes24.com/Product/Goods/2177301,http://book.naver.com/bookdb/book_detail.naver?bid=2535291,"['Horror\n2,690 users', 'Fiction\n1,454 users', 'Thriller\n559 users', 'Suspense\n191 users', 'Mystery\n155 users', 'Fantasy\n136 users', 'Audiobook\n112 users', 'Adventure > Survival\n111 users', 'Adventure\n98 users']",264,3.62,"['24%', '31%', '31%', '11%', '4%']",144549,5712,Published November 1st 2005 by Pocket Books (first published April 6th 1999),4.6,"['76%', '14%', '6%', '2%', '2%']",1369.0,432.0
98,애완동물 공동묘지 (상),Pet joint cemetery (phase),9788982738135.0,스티븐 킹,Stephen King,https://www.amazon.com/Pet-Sematary-Stephen-King-audiobook/dp/B0797HJX92,https://www.goodreads.com/book/show/33124137-pet-sematary,https://www.amazon.it/Sematary-Ediz-tie-Stephen-King/dp/8820067749/,https://www.anobii.com/books/pet-sematary/9788868361259/01e0cd1e9c5726f39a,http://www.yes24.com/Product/Goods/1948116,http://book.naver.com/bookdb/book_detail.naver?bid=2095095,"['Horror\n10,878 users', 'Fiction\n3,068 users', 'Thriller\n931 users', 'Fantasy\n533 users', 'Audiobook\n423 users', 'Fantasy > Paranormal\n397 users', 'Adult\n346 users', 'Fantasy > Supernatural\n321 users', 'Mystery\n274 users']",580,4.02,"['37%', '36%', '21%', '5%', '1%']",473741,17022,Published May 13th 2014 by Scribner (first published November 14th 1983),4.6,"['73%', '17%', '6%', '3%', '2%']",410.0,186.0
99,셀 1,Cell 1,9788982739620.0,스티븐 킹,Stephen King,https://www.amazon.com/cell-Stephen-King/dp/1444707825/,https://www.goodreads.com/book/show/10567.Cell,https://www.amazon.it/Cell-versione-italiana-Super-bestseller-ebook/dp/B00D64U9LM,https://www.anobii.com/books/cell/9788860617040/016e1ca0d4e7834925,http://www.yes24.com/Product/Goods/2180305,http://book.naver.com/bookdb/book_detail.naver?bid=2538117,"['Horror\n4,001 users', 'Fiction\n1,292 users', 'Horror > Zombies\n528 users', 'Thriller\n408 users', 'Science Fiction\n319 users', 'Apocalyptic > Post Apocalyptic\n223 users', 'Fantasy\n139 users', 'Science Fiction > Apocalyptic\n128 users', 'Science Fiction > Dystopia\n115 users']",449,3.66,"['26%', '31%', '29%', '10%', '4%']",207133,6439,Published December 2006 by Pocket Star Books (first published January 24th 2006),4.3,"['64%', '17%', '12%', '4%', '3%']",1197.0,596.0
100,고도에서,At altitude,9791158885496.0,스티븐 킹,Stephen King,https://www.amazon.com/Elevation-Stephen-King/dp/1473691532/,https://www.goodreads.com/book/show/38355410-elevation,https://www.amazon.it/Elevation-Stephen-King/dp/8820066939,https://www.anobii.com/books/elevation/9788893427920/01ef59d63cf1000238,http://www.yes24.com/Product/Goods/83522393,http://book.naver.com/bookdb/book_detail.naver?bid=15811289,"['Fiction\n1,296 users', 'Horror\n835 users', 'Fantasy\n629 users', 'Short Stories\n247 users', 'Audiobook\n247 users', 'Mystery\n176 users', 'Novella\n175 users', 'Adult\n156 users', 'Science Fiction\n155 users']",146,3.67,"['23%', '36%', '30%', '9%', '3%']",95232,11819,Published October 30th 2018 by Scribner,4.4,"['70%', '15%', '8%', '3%', '4%']",7924.0,1896.0
101,샤이닝 (상),Shining (award),9788982738029.0,스티븐 킹,Stephen King,https://www.amazon.com/Shining-Stephen-King/dp/0450040186/,https://www.goodreads.com/book/show/11588.The_Shining,https://www.amazon.it/Shining-edizione-italiana-Stephen-King-ebook/dp/B076129JM8,https://www.anobii.com/books/shining/9788845282096/0169cbac026382b6db,http://www.yes24.com/Product/Goods/413339,http://book.naver.com/bookdb/book_detail.naver?bid=135084,"['Horror\n16,765 users', 'Fiction\n6,367 users', 'Thriller\n2,296 users', 'Classics\n1,430 users', 'Fantasy\n894 users', 'Mystery\n858 users', 'Fantasy > Paranormal\n766 users', 'Suspense\n648 users', 'Adult\n566 users']",659,4.24,"['49%', '32%', '13%', '3%', '2%']",1246831,28937,Published July 1st 1980 by New English Library (Hodder & Stoughton) (first published January 28th 1977),4.8,"['83%', '11%', '3%', '1%', '1%']",16207.0,4068.0
102,피가 흐르는 곳에,Where blood flows,9791158880729.0,스티븐 킹,Stephen King,https://www.amazon.com/If-Bleeds-Stephen-King/dp/1529391539/,https://www.goodreads.com/book/show/46015758-if-it-bleeds,https://www.amazon.it/Se-scorre-sangue-Stephen-King/dp/882006913X,https://www.anobii.com/books/se-scorre-il-sangue/9788820069131/010b0a7ba4ffd873c0,http://www.yes24.com/Product/Goods/103170110,http://book.naver.com/bookdb/book_detail.naver?bid=20845119,"['Horror\n1,791 users', 'Fiction\n694 users', 'Short Stories\n618 users', 'Thriller\n262 users', 'Mystery\n180 users', 'Audiobook\n159 users', 'Fantasy\n102 users', 'Adult\n67 users', 'Suspense\n65 users']",447,4.04,"['31%', '46%', '19%', '3%', '1%']",58723,7250,Published April 21st 2020 by Scribner,4.7,"['78%', '15%', '5%', '1%', '1%']",18303.0,1116.0
103,듀마 키 1,DuMaki 1,9788960171398.0,스티븐 킹,Stephen King,https://www.amazon.com/Duma-Key-Stephen-King/dp/1416552510/,https://www.goodreads.com/book/show/472343.Duma_Key,https://www.amazon.it/Duma-versione-italiana-Stephen-King-ebook/dp/B00H8DBNJO,https://www.anobii.com/books/duma-key/9788868360887/014c7c0585aa7da0d3,http://www.yes24.com/Product/Goods/3015463,http://book.naver.com/bookdb/book_detail.naver?bid=4680312,"['Horror\n2,515 users', 'Fiction\n987 users', 'Thriller\n260 users', 'Fantasy\n218 users', 'Fantasy > Supernatural\n156 users', 'Mystery\n153 users', 'Audiobook\n136 users', 'Fantasy > Paranormal\n113 users', 'Suspense\n111 users']",611,3.94,"['33%', '37%', '22%', '6%', '2%']",110726,5937,Published January 22nd 2008 by Scribner Book Company,4.6,"['74%', '16%', '5%', '2%', '1%']",2084.0,1024.0
104,트와일라잇,Twilight,9788937832208.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/Twilight-Stephenie-Meyer/dp/0316160172/,https://www.goodreads.com/book/show/41865.Twilight,https://www.amazon.it/Twilight-edizione-italiana-Vol-ebook/dp/B006FYKKVO,https://www.anobii.com/books/twilight/9781905654383/014cbcef2fec37e983,http://www.yes24.com/Product/Goods/3020469,http://book.naver.com/bookdb/book_detail.naver?bid=4685304,"['Young Adult\n20,400 users', 'Fantasy\n20,309 users', 'Romance\n12,703 users', 'Fiction\n8,301 users', 'Paranormal > Vampires\n8,149 users', 'Fantasy > Paranormal\n6,166 users', 'Romance > Paranormal Romance\n2,305 users', 'Fantasy > Supernatural\n2,086 users', 'Fantasy > Urban Fantasy\n1,600 users']",387,3.62,"['36%', '23%', '20%', '11%', '11%']",5472086,111129,"Published September 6th 2006 by Little, Brown and Company (first published October 5th 2005)",4.7,"['74%', '26%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",6.0,1.0
105,브레이킹 던,Braking,9788937832543.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/Breaking-Dawn-Stephenie-Meyer/dp/031606792X/,https://www.goodreads.com/book/show/1162543.Breaking_Dawn,https://www.amazon.it/Breaking-dawn-Stephenie-Meyer/dp/8893250071,https://www.anobii.com/books/breaking-dawn/9788864113098/0105f81d219e9c2d0b,http://www.yes24.com/Product/Goods/3423888,http://book.naver.com/bookdb/book_detail.naver?bid=6030715,"['Young Adult\n13,966 users', 'Fantasy\n13,318 users', 'Romance\n8,130 users', 'Paranormal > Vampires\n6,297 users', 'Fiction\n4,923 users', 'Fantasy > Paranormal\n4,465 users', 'Romance > Paranormal Romance\n1,672 users', 'Fantasy > Supernatural\n1,468 users', 'Shapeshifters > Werewolves\n1,211 users']",756,3.71,"['37%', '24%', '20%', '10%', '9%']",1456257,48824,"Published August 2nd 2008 by Little, Brown and Company",4.7,"['83%', '10%', '4%', '2%', '2%']",9512.0,3660.0
106,뉴문,New Moon,9788937832215.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/New-Moon-2-Stephenie-Meyer/dp/1904233880/,https://www.goodreads.com/book/show/49041.New_Moon,https://www.amazon.it/New-moon-Stephenie-Meyer/dp/8893250195,https://www.anobii.com/books/new-moon/9788864115030/0104235728b13030bc,http://www.yes24.com/Product/Goods/3034049,http://book.naver.com/bookdb/book_detail.naver?bid=4712527,"['Young Adult\n15,257 users', 'Fantasy\n14,461 users', 'Romance\n9,039 users', 'Paranormal > Vampires\n6,671 users', 'Fiction\n5,435 users', 'Fantasy > Paranormal\n4,767 users', 'Romance > Paranormal Romance\n1,782 users', 'Fantasy > Supernatural\n1,551 users', 'Shapeshifters > Werewolves\n1,322 users']",563,3.56,"['30%', '24%', '24%', '13%', '8%']",1623124,50315,"Published September 6th 2006 by Little, Brown and Company",4.6,"['75%', '16%', '5%', '1%', '2%']",559.0,158.0
107,이클립스,Eclipse,9788937832468.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/Eclipse-Stephenie-Meyer/dp/0316160202/,https://www.goodreads.com/book/show/428263.Eclipse,https://www.amazon.it/Eclipse-Twilight-edizione-italiana-Vol-ebook/dp/B006FYLFQI,https://www.anobii.com/books/eclipse/9788864115207/017725e3e1d0fefb31,http://www.yes24.com/Product/Goods/3210177,http://book.naver.com/bookdb/book_detail.naver?bid=5261869,"['Young Adult\n14,745 users', 'Fantasy\n13,837 users', 'Romance\n8,574 users', 'Paranormal > Vampires\n6,454 users', 'Fiction\n5,202 users', 'Fantasy > Paranormal\n4,627 users', 'Romance > Paranormal Romance\n1,717 users', 'Fantasy > Supernatural\n1,494 users', 'Shapeshifters > Werewolves\n1,241 users']",629,3.71,"['34%', '26%', '22%', '10%', '7%']",1566166,39708,"Published August 7th 2007 by Little, Brown and Company",4.7,"['82%', '10%', '4%', '1%', '2%']",8127.0,2519.0
108,호스트 The Host 1,Host the Host 1,9788925531465.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/Host-Stephenie-Meyer/dp/0316043044/,https://www.goodreads.com/book/show/1656001.The_Host,https://www.amazon.it/Lospite-Stephenie-Meyer/dp/8817035572,https://www.anobii.com/books/l-ospite/9788846211484/0187b2af8334344eff,http://www.yes24.com/Product/Goods/3238193,http://book.naver.com/bookdb/book_detail.naver?bid=5303688,"['Young Adult\n4,728 users', 'Science Fiction\n4,450 users', 'Fantasy\n4,409 users', 'Romance\n3,250 users', 'Fiction\n2,812 users', 'Science Fiction > Dystopia\n1,921 users', 'Fantasy > Paranormal\n1,331 users', 'Science Fiction > Aliens\n1,133 users', 'Adult\n489 users']",624,3.85,"['37%', '29%', '20%', '8%', '6%']",952811,42188,"Published May 6th 2008 by Little, Brown and Company",4.6,"['74%', '16%', '6%', '2%', '2%']",6477.0,4779.0
109,브리태너,Bri Tan,9788937832970.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/Short-Second-Life-Bree-Tanner/dp/031612558X/,https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner,https://www.amazon.it/breve-seconda-vita-Bree-Tanner-ebook/dp/B006FYKJRO,https://www.anobii.com/books/la-breve-seconda-vita-di-bree-tanner/9788864113111/0108506babf9e9f507,http://www.yes24.com/Product/Goods/4070604,http://book.naver.com/bookdb/book_detail.naver?bid=6339534,"['Young Adult\n2,963 users', 'Fantasy\n2,720 users', 'Paranormal > Vampires\n1,925 users', 'Fantasy > Paranormal\n1,162 users', 'Fiction\n857 users', 'Romance\n606 users', 'Fantasy > Supernatural\n381 users', 'Fantasy > Urban Fantasy\n252 users', 'Young Adult > Teen\n214 users']",178,3.51,"['23%', '28%', '31%', '13%', '5%']",199655,11314,"Published June 5th 2010 by Little, Brown and Company (first published June 1st 2009)",4.7,"['81%', '11%', '5%', '1%', '2%']",4221.0,998.0
110,미드나잇 선 1,Midnight Line 1,9791164137077.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/Midnight-Sun-Stephenie-Meyer/dp/0349003637/,https://www.goodreads.com/book/show/4502877-midnight-sun-2008-draft,https://www.amazon.it/Midnight-sun-Stephenie-Meyer/dp/8893258315,https://www.anobii.com/books/midnight-sun/9788893258319/01a43f7bad78bec896,http://www.yes24.com/Product/Goods/96069908,http://book.naver.com/bookdb/book_detail.naver?bid=17597713,"['Young Adult\n2,073 users', 'Fantasy\n1,550 users', 'Paranormal > Vampires\n1,510 users', 'Romance\n1,195 users', 'Fantasy > Paranormal\n890 users', 'Fiction\n499 users', 'Romance > Paranormal Romance\n416 users', 'Fantasy > Supernatural\n230 users', 'Fantasy > Urban Fantasy\n157 users']",264,4.0,"['45%', '26%', '17%', '7%', '5%']",154467,9436,Published August 28th 2008,4.4,"['67%', '17%', '9%', '4%', '3%']",2002.0,338.0
111,케미스트,Kemist,9788937842610.0,스테프니 메이어,Stephenie Meyer,https://www.amazon.com/Chemist-Stephenie-Meyer/dp/0316387878,https://www.goodreads.com/book/show/32940867-the-chemist,https://www.amazon.it/chemist-specialista-Stephenie-Meyer/dp/8817091839,https://www.anobii.com/books/the-chemist-la-specialista/9788817091831/01f92928c79e54b895,http://www.yes24.com/Product/Goods/43281973,http://book.naver.com/bookdb/book_detail.naver?bid=2670982,"['Fiction\n734 users', 'Thriller\n696 users', 'Mystery\n445 users', 'Romance\n326 users', 'Audiobook\n265 users', 'Suspense\n219 users', 'Adult\n175 users', 'Contemporary\n145 users', 'Thriller > Mystery Thriller\n135 users']",521,3.74,"['27%', '36%', '25%', '8%', '4%']",79509,9365,Published July 11th 2017 by Back Bay Books (first published November 8th 2016),4.4,"['67%', '19%', '8%', '4%', '2%']",4625.0,2142.0
112,어스시의 마법사,Wizard,9788982731914.0,어슐러 K. 르 귄,Ursula K. Le Guin,https://www.amazon.com/Wizard-Earthsea-Ursula-K-Guin/dp/0553383043/,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,https://www.amazon.it/mago-Ursula-K-Guin/dp/8804543108,https://www.anobii.com/books/il-mago/9788804463160/0109e451550ac4af60,http://www.yes24.com/Product/Goods/2125423,http://book.naver.com/bookdb/book_detail.naver?bid=2502345,"['Fantasy\n15,031 users', 'Fiction\n2,774 users', 'Young Adult\n1,709 users', 'Classics\n1,097 users', 'Science Fiction Fantasy\n565 users', 'Fantasy > Magic\n503 users', 'Fantasy > High Fantasy\n448 users', 'Science Fiction\n427 users', 'Adventure\n415 users']",183,3.99,"['37%', '35%', '20%', '5%', '2%']",271938,11284,Published September 28th 2004 (first published 1968),4.4,"['64%', '20%', '11%', '4%', '2%']",2322.0,610.0
113,기프트,Gift,9788952754486.0,어슐러 K. 르 귄,Ursula K. Le Guin,https://www.amazon.com/Gifts-Annals-Western-Shore-Book-ebook/dp/B003WJQ7F8,https://www.goodreads.com/book/show/13648.Gifts,https://www.amazon.it/I-doni-Ursula-K-Guin/dp/8842914355,https://www.anobii.com/books/i-doni/9788842914358/01f45883f92a4dc435,http://www.yes24.com/Product/Goods/3261424,http://book.naver.com/bookdb/book_detail.naver?bid=5339482,"['Fantasy\n1,089 users', 'Young Adult\n321 users', 'Fiction\n200 users', 'Fantasy > Magic\n49 users', 'Science Fiction\n47 users', 'Science Fiction Fantasy\n37 users', 'Fantasy > High Fantasy\n32 users', 'Young Adult > Teen\n25 users', 'Speculative Fiction\n24 users']",286,3.72,"['22%', '38%', '31%', '7%', '2%']",9222,881,Published April 1st 2006 by Harcourt (first published September 1st 2004),4.5,"['62%', '30%', '4%', '3%', '2%']",130.0,50.0
114,아투안의 무덤,Adult tomb,9788982731921.0,어슐러 K. 르 귄,Ursula K. Le Guin,https://www.amazon.com/Tombs-Atuan-Ursula-K-Guin/dp/0689845367/,https://www.goodreads.com/book/show/13662.The_Tombs_of_Atuan,https://www.amazon.it/tombe-Atuan-Ursula-K-Guin/dp/8804516895,https://www.anobii.com/books/le-tombe-di-atuan/9788804574651/01b4f6c0fc3712d3d8,http://www.yes24.com/Product/Goods/2128248,http://book.naver.com/bookdb/book_detail.naver?bid=2502429,"['Fantasy\n6,646 users', 'Fiction\n1,080 users', 'Young Adult\n747 users', 'Classics\n246 users', 'Science Fiction Fantasy\n240 users', 'Fantasy > High Fantasy\n191 users', 'Fantasy > Magic\n190 users', 'Adventure\n180 users', 'Childrens\n170 users']",180,4.08,"['38%', '39%', '18%', '4%', '1%']",101665,3793,Published September 1st 2001 by Gallery / Saga Press (first published 1970),4.6,"['69%', '21%', '8%', '2%', '1%']",872.0,185.0
115,날고양이들,Flights,9788992026420.0,어슐러 K. 르 귄,Ursula K. Le Guin,https://www.amazon.com/Catwings-Ursula-K-Guin/dp/0439551897/,https://www.goodreads.com/book/show/13664.Catwings,https://www.amazon.it/Gattivolanti-Ursula-K-Guin/dp/8865260831,https://www.anobii.com/books/gattivolanti/9788865260838/0160574bc5165ae2b1,http://www.yes24.com/Product/Goods/3367397,http://book.naver.com/bookdb/book_detail.naver?bid=6005336,"['Fantasy\n415 users', 'Childrens\n213 users', 'Fiction\n148 users', 'Animals\n117 users', 'Animals > Cats\n110 users', 'Childrens > Middle Grade\n48 users', 'Young Adult\n35 users', 'Childrens > Picture Books\n35 users', 'Childrens > Chapter Books\n34 users']",40,4.1,"['40%', '35%', '20%', '4%', '1%']",7933,785,Published May 1st 2003 by Orchard Books (first published 1988),4.7,"['84%', '9%', '3%', '2%', '2%']",321.0,141.0
116,머나먼 바닷가,Munaman beach,9788982731938.0,어슐러 K. 르 귄,Ursula K. Le Guin,https://www.amazon.com/Earthsea-Cycle-Farthest-Shore/dp/141650964X/,https://www.goodreads.com/book/show/13667.The_Farthest_Shore,https://www.amazon.it/spiaggia-piu-lontana-Guin-Ursula/dp/B07MTF5VGN,https://www.anobii.com/books/la-spiaggia-piu-lontana/010003d417628cba74,http://www.yes24.com/Product/Goods/2128252,http://book.naver.com/bookdb/book_detail.naver?bid=2502431,"['Fantasy\n5,544 users', 'Fiction\n917 users', 'Young Adult\n619 users', 'Science Fiction Fantasy\n191 users', 'Classics\n176 users', 'Fantasy > High Fantasy\n165 users', 'Adventure\n154 users', 'Science Fiction\n145 users', 'Fantasy > Magic\n144 users']",259,4.1,"['41%', '36%', '18%', '4%', '2%']",103126,2611,Published November 1st 2004 by Gallery Books (first published September 1972),4.6,"['72%', '20%', '6%', '2%', '0%', '0%', '0%']",670.0,128.0
117,테하누,Tahau,9788982731945.0,어슐러 K. 르 귄,Ursula K. Le Guin,https://www.amazon.com/Tehanu-Ursula-K-Guin/dp/1416509631/,https://www.goodreads.com/book/show/13661.Tehanu,https://www.amazon.it/Lisola-del-drago-Ursula-Guin/dp/8830410705,https://www.anobii.com/books/l-isola-del-drago/9788830410701/01314e27228198f70b,http://www.yes24.com/Product/Goods/2128253,http://book.naver.com/bookdb/book_detail.naver?bid=2501901,"['Fantasy\n3,643 users', 'Fiction\n594 users', 'Young Adult\n439 users', 'Childrens\n122 users', 'Science Fiction Fantasy\n116 users', 'Fantasy > High Fantasy\n110 users', 'Fantasy > Dragons\n102 users', 'Fantasy > Magic\n99 users', 'Science Fiction\n96 users']",281,3.95,"['35%', '37%', '20%', '6%', '3%']",44263,2161,Published November 23rd 2004 by Pocket Books (first published June 20th 1990),4.6,"['73%', '17%', '6%', '2%', '2%']",537.0,156.0
118,바람의 열두 방향,Twelve direction,9788952771841.0,어슐러 K. 르 귄,Ursula K. Le Guin,https://www.amazon.com/Winds-Twelve-Quarters-Ursula-Guin/dp/055302907X,https://www.goodreads.com/book/show/77289.The_Wind_s_Twelve_Quarters,https://www.amazon.it/dodici-punti-cardinali-Ursula-Guin/dp/8842912980,https://www.anobii.com/books/i-dodici-punti-cardinali/9788842912989/01091b22d07affcadd,http://www.yes24.com/Product/Goods/15411008,http://book.naver.com/bookdb/book_detail.naver?bid=8522731,"['Fantasy\n460 users', 'Short Stories\n297 users', 'Science Fiction\n258 users', 'Fiction\n181 users', 'Speculative Fiction\n36 users', 'Science Fiction Fantasy\n31 users', 'Anthologies\n22 users', 'Anthologies > Collections\n15 users', 'Literature > 20th Century\n11 users']",277,4.06,"['34%', '43%', '20%', '3%', '1%']",5124,455,Published October 1976 by Bantam (first published 1975),4.6,"['73%', '18%', '7%', '1%', '1%']",367.0,65.0
119,뉴로맨서,Neuromancer,9788982738852.0,윌리엄 깁슨,William Gibson,https://www.amazon.com/Neuromancer-William-Gibson/dp/1473217385/,https://www.goodreads.com/book/show/6088007-neuromancer,https://www.amazon.it/Neuromante-William-Gibson/dp/8804679395,https://www.anobii.com/books/neuromante/9788852055119/01ba82c383d821c33b,http://www.yes24.com/Product/Goods/1502632,http://book.naver.com/bookdb/book_detail.naver?bid=1569948,"['Science Fiction\n7,169 users', 'Fiction\n3,823 users', 'Science Fiction > Cyberpunk\n2,592 users', 'Classics\n624 users', 'Science Fiction Fantasy\n533 users', 'Science Fiction > Dystopia\n514 users', 'Fantasy\n363 users', 'Novels\n333 users', 'Speculative Fiction\n247 users']",292,3.9,"['36%', '32%', '20%', '7%', '4%']",283839,10826,Published July 1st 2000 by Ace (first published July 1984),4.4,"['65%', '18%', '10%', '5%', '3%']",4128.0,1187.0
120,,The Vegetarian,,,Han Kang,https://www.amazon.com/gp/product/B00R1BRKDG/,https://www.goodreads.com/book/show/25489025-the-vegetarian,https://www.amazon.it/vegetariana-Han-Kang/dp/8845934012,https://www.anobii.com/books/la-vegetariana/9788845978432/016e22db28afa24782,http://www.yes24.com/Product/Goods/2743588,https://book.naver.com/bookdb/book_detail.naver?bid=3309417,,,,,,,,,,,
121,,Human acts,,,Han Kang,https://www.amazon.com/gp/product/B01EQ2S3J2/,https://www.goodreads.com/book/show/30091914-human-acts,https://www.amazon.it/gp/product/B075FX651V,https://www.anobii.com/books/atti-umani/9788845932014/011a5600d524cf2177,http://www.yes24.com/Product/Goods/13137546,https://book.naver.com/bookdb/book_detail.naver?bid=7615129,,,,,,,,,,,
122,,Please look after mom,,,Kyung-Sook Shin,https://www.amazon.com/gp/product/B004FEG35I,https://www.goodreads.com/book/show/8574333-please-look-after-mom?from_search=true&from_srp=true&qid=HYWuLQYbEO&rank=1,https://www.amazon.it/gp/product/B008NA44EM,https://www.anobii.com/books/prenditi-cura-di-lei/9788854504233/01bc3a784c851ad599,http://www.yes24.com/Product/Goods/3105115,https://book.naver.com/bookdb/book_detail.naver?bid=4979122,,,,,,,,,,,
123,,The court dancer,,,Kyung-Sook Shin,https://www.amazon.com/Court-Dancer-Novel-English-ebook/dp/B077J7SNNP/,https://www.goodreads.com/book/show/36327117-the-court-dancer,https://www.amazon.it/danzatrice-Seul-Shin-Kyung-sook-ebook/dp/B07QD87QG3,https://www.anobii.com/books/la-danzatrice-di-seul/9788856669497/01f74252136dcfacf1,http://www.yes24.com/Product/Goods/2594564,https://book.naver.com/bookdb/book_detail.naver?bid=2921021,,,,,,,,,,,
124,,I’ll be right there,,,Kyung-Sook Shin,https://www.amazon.com/Ill-Right-There-Kyung-Sook-Shin/dp/1590516737/,https://www.goodreads.com/book/show/18209505-i-ll-be-right-there,https://www.amazon.it/Io-ci-sarò-Kyung-Sook-Shin/dp/8838931119,https://www.anobii.com/books/io-ci-saro/9788838931611/0166043c174fc1260b,http://www.yes24.com/Product/Goods/3848527,https://book.naver.com/bookdb/book_detail.naver?bid=6272007,,,,,,,,,,,
125,,Pachinko,,,Min Jin Lee,https://www.amazon.com/Pachinko-National-Book-Award-Finalist-ebook/dp/B01GZY28JA,https://www.goodreads.com/book/show/34051011-pachinko,https://www.amazon.it/moglie-coreana-Min-Jin-Lee-ebook/dp/B07JN5GMYF,https://www.anobii.com/books/la-moglie-coreana/9788856665796/01571fc3a8dec10f94,http://www.yes24.com/Product/Goods/59382261,https://book.naver.com/bookdb/book_detail.naver?bid=13428208,,,,,,,,,,,
126,,The Hen Who Dreamed She Could Fly,,,Sun-mi Hwang,https://www.amazon.com/Hen-Who-Dreamed-she-Could/dp/1780745346,https://www.goodreads.com/book/show/17707648-the-hen-who-dreamed-she-could-fly,https://www.amazon.it/gallina-che-sognava-volare/dp/8845277747/,https://www.anobii.com/books/la-gallina-che-sognava-di-volare/9788845277740/01600f962116a7c207,http://www.yes24.com/Product/Goods/276635,https://book.naver.com/bookdb/book_detail.naver?bid=159722,,,,,,,,,,,
127,,"Kim Jiyoung, Born 1982",,,Nam-joo Cho,https://www.amazon.com/Kim-Jiyoung-Born-1982-Nam-Joo/dp/1471184307,https://www.goodreads.com/book/show/46041199-kim-jiyoung-born-1982,https://www.amazon.it/Nata-nel-1982-Nam-Joo/dp/8894814343,https://www.anobii.com/books/kim-ji-young-nata-nel-1982/9788894814347/0170f18b9de9932c32,http://www.yes24.com/Product/Goods/32972572,https://book.naver.com/bookdb/book_detail.naver?bid=11211133,,,,,,,,,,,
