,Unnamed: 0,Link_Anobii,Author,Title,ISBN_an,Shelves_An,Num_Rev_An,Num_Voti_An,Stars_An,Num_Pages_An,Pub_Date_An,Lingua_An,Link_Amazon,Link_Amazon2,Title_az,Author_az,ISBN_az,N_Pages_az,Rating_az,Distr_Rating_az,Num_Voti_az,Num_Review_az,Pub_Date_az,Lingua_az
26,26,https://www.anobii.com/books/carte-in-tavola/01357b7562e8f527dc,Agatha Christie,Carte in tavola,274,"[' Fiction & Literature ', ' Mystery & Thrillers ']",1,0,0.0,274,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/01357b7562e8f527dc/amazon-it,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_stripbooks_sr_pg1_1?ie=UTF8&adId=A0319554KNBNNFOS2NN0&url=%2FPerch%25C3%25A9-sei-speciale-linfanzia-potenziale%2Fdp%2FB08R4KBN6G%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DCarte%2Bin%2Btavola%26qid%3D1636509772%26s%3Dbooks%26sr%3D1-1-spons%26psc%3D1&qualifier=1636509772&id=4398296987328361&widgetName=sp_atf,"Perché sei speciale: Un libro per l’infanzia che ispira potenziale, coraggio e forza – Per bambine e bambini",Alma Gross,979-8584759810,65,4.2,"['62%', '19%', '8%', '5%', '7%']",310.0,58.0,"
ASIN
‏
:
‎

B08R4KBN6G
","
Editore
‏
:
‎

Independently published (21 dicembre 2020)
"
27,27,https://www.anobii.com/books/chiamate-polizia/0110ebe2e60e5a7e6b,Agatha Christie,Chiamate Polizia,A000137803,error,1,1,5.0,521,"Publisher
Vallecchi (I gabbiani)",About this Edition,https://affiliates.anobii.com/editions/0110ebe2e60e5a7e6b/amazon-it,https://www.amazon.it/Chiamer%C3%B2-polizia-Icelandic-Gayatri-Kaul-ebook/dp/B09C113KP6/ref=sr_1_1?keywords=Chiamate+Polizia&qid=1636509779&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B09C113KP6%2C8854517488%2CB078NDDQ1R%2CB01MZ2EYMV%2CB00O3GKESA%2CB00I7DM2IK%2CB08Y4RLXFS%2C8893096684%2CB08Y654CYG%2CB08Y654CVH%2CB08Y4LD7RN%2CB08Y3XRXCY%2C1091341281%2C1509834079,Chiamerò la polizia ora (Icelandic Edition),Gayatri JP Kaul,"ipografici
‏
:",527,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B09C113KP6
","
Lingua
‏
:
‎

Islandese
"
28,28,https://www.anobii.com/books/churchill-un-duro-a-morire-tre-topolini-ciechi-silenzio-potrebbe-sentirci-il-castello-sulla-scogliera/01fde93c6e0896bd05,Agatha Christie,Churchill: un duro a morire - Tre topolini ciechi - Silenzio potrebbe sentirci... - Il castello sulla scogliera,A000125761,error,8,1,3.0,125761,"Publisher
Selezione dal Reader's Digest",About this Edition,https://affiliates.anobii.com/editions/01fde93c6e0896bd05/amazon-it,https://www.amazon.it/Churchill-topolini-Christie-Silenzio-scogliera/dp/B00PCJ4MPI/ref=sr_1_1?keywords=Churchill%3A+un+duro+a+morire+-+Tre+topolini+ciechi+-+Silenzio+potrebbe+sentirci...+-+Il+castello+sulla+scogliera&qid=1636509785&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00PCJ4MPI&srpt=ABIS_BOOK,"Churchill: un duro a morire, l Moran Tre topolini ciechi, a Christie Silenzio potrebbe sentirci S Locke elliott Il castello sulla scogliera, v Holt",Lord Moran - Agatha Christie - Sumner Locke Elliott - Victoria Holt,error,690,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B00PCJ4MPI
","
Editore
‏
:
‎

Selezione Dal Reader’s Digest (1 gennaio 1968)
"
29,29,https://www.anobii.com/books/cinque-romanzi/9788804448273/019735b64a65c63c7b,Agatha Christie,Cinque romanzi,9788804448273,"[' Crime\xa0 ', ' Fiction & Literature ', ' Mystery & Thrillers ']",4,94,4.11,880444827,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/019735b64a65c63c7b/amazon-it,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_stripbooks_sr_pg1_1?ie=UTF8&adId=A0219305131CYB9B7EODE&url=%2FTra-cinque-anni-Rebecca-Serle%2Fdp%2F8828205555%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DCinque%2Bromanzi%26qid%3D1636509792%26s%3Dbooks%26sr%3D1-1-spons%26psc%3D1&qualifier=1636509792&id=2299863107776683&widgetName=sp_atf,Tra cinque anni,Rebecca Serle,"
:
‎

340 g
",10,4.2,"['52%', '15%', '33%', '0%', '0%', '0%', '0%', '0%', '0%']",9.0,1.0,"
Editore
‏
:
‎

Solferino (12 novembre 2020)
","
Lingua
‏
:
‎

Italiano
"
30,30,https://www.anobii.com/books/cinque-romanzi-1926-1930/019ffa14e533117df7,Agatha Christie,Cinque romanzi (1926-1930),A000081701,[' Mystery & Thrillers '],1,14,3.79,845,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/019ffa14e533117df7/amazon-it,https://www.amazon.it/Cinque-romanzi-1926-1930-christie/dp/B007WDD1DQ/ref=sr_1_1?keywords=Cinque+romanzi+%281926-1930%29&qid=1636509799&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B007WDD1DQ,Cinque romanzi. 1926 - 1930.,christie,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B007WDD1DQ
","
Editore
‏
:
‎

Milano, Euroclub; euroclub edizione (31 dicembre 1995)
"
31,31,https://www.anobii.com/books/cinque-romanzi-1931-1934/01f4b94bd9f7cab5f4,Agatha Christie,Cinque romanzi (1931-1934),A000081702,[' Mystery & Thrillers '],38,12,4.17,error,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/01f4b94bd9f7cab5f4/amazon-it,https://www.amazon.it/12-giorni-Natale-Trisha-Ashley/dp/8854197777/ref=sr_1_1?keywords=Cinque+romanzi+%281931-1934%29&qid=1636509806&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8854197777%2C8806225774%2CB00GH15YWK,12 giorni a Natale,Trisha Ashley,978-8854197770,317,4.2,"['51%', '31%', '11%', '6%', '2%']",165.0,47.0,"
Editore
‏
:
‎

Newton Compton Editori (17 novembre 2016)
","
Lingua
‏
:
‎

Italiano
"
32,32,https://www.anobii.com/books/cinque-romanzi-1920-1925/0196bc231853c70385,Agatha Christie,Cinque romanzi 1920-1925,A000095332,"[' Fiction & Literature ', ' Mystery & Thrillers ']",2,27,3.96,720,"Publisher
Euroclub",About this Edition,https://affiliates.anobii.com/editions/0196bc231853c70385/amazon-it,https://www.amazon.it/CINQUE-ROMANZI-1920-1925-Agatha-Christie/dp/B01LDK6IIS/ref=sr_1_1?keywords=Cinque+romanzi+1920-1925&qid=1636509813&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B01LDK6IIS,CINQUE ROMANZI 1920-1925 1997,Agatha Christie,error,1061,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B01LDK6IIS
","




Posizione nella classifica Bestseller di Amazon:

n. 1,088,530 in Libri (Visualizza i Top 100 nella categoria Libri)






"
33,33,https://www.anobii.com/books/cinque-romanzi-1934-1936/011ff4938c05e5168d,Agatha Christie,Cinque romanzi 1934-1936,A000095329,"[' Fiction & Literature ', ' Mystery & Thrillers ']",1,20,3.95,792,"Publisher
Euroclub",About this Edition,https://affiliates.anobii.com/editions/011ff4938c05e5168d/amazon-it,https://www.amazon.it/CINQUE-ROMANZI-1934-CONTIENE-infernale/dp/B00IA8MQDI/ref=sr_1_1?keywords=Cinque+romanzi+1934-1936&qid=1636509819&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00IA8MQDI,CINQUE ROMANZI 1934 - 1936 (CONTIENE: tragedia in tre atti - un delitto in cielo - la serie infernale - non c'è più scampo - carte in tavola),CHRISTIE AGATHA," clienti:



/",820,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",1.0,1.0,"
ASIN
‏
:
‎

B00IA8MQDI
","
Editore
‏
:
‎

EUROCLUB (1 gennaio 1999)
"
34,34,https://www.anobii.com/books/corpi-al-sole/9788804520276/0120135ddce8d3afe7,Agatha Christie,Corpi al sole,9788804520276,"[' Fiction & Literature ', ' Mystery & Thrillers ']",109,1861,3.92,196,"Publisher
Arnoldo Mondadori Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/0120135ddce8d3afe7/amazon-it,https://www.amazon.it/Corpi-al-sole-Agatha-Christie/dp/8804700165/ref=sr_1_1?keywords=Corpi+al+sole&qid=1636509826&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804700165%2CB07B4KK3Z5%2CB00KG8G9L0%2C8804603062%2C8833312259%2C8868204959%2C8851178038%2C8862580614%2CB08TFW4WVY%2C889525337X%2C8817098493%2C8856503840%2CB06XBPZNW6%2CB006FW3GQC%2CB08HT9PVKL%2C880468318X&srpt=ABIS_BOOK,Corpi al sole,Agatha Christie,978-8804700166,174,4.3,"['62%', '19%', '12%', '3%', '4%']",75.0,25.0,"
Editore
‏
:
‎

Mondadori; 3° edizione (4 luglio 2018)
","
Lingua
‏
:
‎

Italiano
"
35,35,https://www.anobii.com/books/dalle-9-alle-10/019a8ecfc353740e84,Agatha Christie,Dalle 9 alle 10,A000191786,[' Mystery & Thrillers '],2,10,4.0,172,"Publisher
Arnoldo Mondadori Editore",About this Edition,https://affiliates.anobii.com/editions/019a8ecfc353740e84/amazon-it,https://www.amazon.it/Braccio-Ferro-Dalle-Nove-Dieci-ebook/dp/B096LC7BMQ/ref=sr_1_1?keywords=Dalle+9+alle+10&qid=1636509832&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B096LC7BMQ%2CB00F3F1RZY%2CB017BNHNDU%2CB07JYR3VBD%2CB0096E1Z7S%2C8851178429%2CB07Y5Y6VX4%2C8808720977%2CB07J3KHV74%2CB08WZFTRHV%2C8851172854%2CB07Y627H5W%2CB07Y627H5M%2C1950280713%2CB075ZBQNNK%2C1691081620,Braccio di Ferro - Dalle Nove alle Dieci,Pierluigi Sangalli,"
:
‎

Supporta",37026,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B096LC7BMQ
","
Lingua
‏
:
‎

Italiano
"
36,36,https://www.anobii.com/books/delitti-di-natale/9788881542253/016d9d702f80abe949,Agatha Christie,Delitti di Natale,9788881542253,"[' Fiction & Literature ', ' Mystery & Thrillers ']",33,164,3.65,378,"Publisher
Polillo",About this Edition,https://affiliates.anobii.com/editions/016d9d702f80abe949/amazon-it,https://www.amazon.it/Delitti-di-Natale/dp/8881545357/ref=sr_1_1?keywords=Delitti+di+Natale&qid=1636509839&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8881545357%2C8804740663%2C8867088122%2C8835940214%2C8894806758%2C1677554614%2C8864590463%2CB01D0U0Y6Q%2C8856661861%2C8881542250%2C8881542757%2C8878194743%2C8881545659%2CB09KMMWJWM%2CB08VR8QFVY%2CB09JJ7H8NL,Delitti di Natale,error,978-8881545353,384,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Polillo (10 dicembre 2020)
","
Lingua
‏
:
‎

Italiano
"
37,37,https://www.anobii.com/books/delitti-in-codice/011664043a50ad4f04,Agatha Christie,Delitti in codice,A000009433,[' Mystery & Thrillers '],11,67,3.52,535,"Publisher
A. Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/011664043a50ad4f04/amazon-it,https://www.amazon.it/Delitti-codice-Polillo/dp/8881543435/ref=sr_1_1?keywords=Delitti+in+codice&qid=1636509846&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8881543435%2CB00P4AY4PI%2CB009A8Z2ZG%2CB00BV4YOOW%2CB091F5MR8F%2C8806243772%2C8809874218%2C8867891189%2CB07S7R4KHR%2C8824309097%2CB07NQLK5S5%2C8804371226%2CB01FHV9XNQ,Delitti in codice,Polillo,978-8881543434,329,4.0,"['0%', '0%', '0%', '100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",2.0,1.0,"
Editore
‏
:
‎

Polillo (3 dicembre 2009)
","
Lingua
‏
:
‎

Italiano
"
38,38,https://www.anobii.com/books/delitti-in-palcoscenico/018f372e397a8eee81,Agatha Christie,Delitti in palcoscenico,A000031722,[' Mystery & Thrillers '],1,15,3.53,517,"Publisher
Arnoldo Mondadori Editore",About this Edition,https://affiliates.anobii.com/editions/018f372e397a8eee81/amazon-it,https://www.amazon.it/Delitti-palcoscenico-Mondadori-biblioteca-giallo/dp/B07GBFNL1F/ref=sr_1_1?keywords=Delitti+in+palcoscenico&qid=1636509853&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B07GBFNL1F%2C8845602559%2CB00DWZF0NM%2CB01AC7UIJ8%2CB072FND9S8,Delitti in palcoscenico Mondadori biblioteca del giallo 7,error,error,error,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B07GBFNL1F
","





"
39,39,https://www.anobii.com/books/delitti-in-treno/9788804127246/01a2137cd01448c6a9,Agatha Christie,Delitti in treno,9788804127246,"[' Fiction & Literature ', ' Mystery & Thrillers ']",40,8,3.88,569,"Publisher
Arnoldo Mondadori Editore (Omnibus gialli)",About this Edition,https://affiliates.anobii.com/editions/01a2137cd01448c6a9/amazon-it,https://www.amazon.it/Nuovi-delitti-in-treno/dp/8881545004/ref=sr_1_1?keywords=Delitti+in+treno&qid=1636509860&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8881545004%2C8881543702%2CB00FECNSHG%2CB00TFXINMU%2CB00K6PDCRM%2C8804726385%2C8804603070%2C8804672439%2C8804703199%2C8804727969%2C8804728965%2C8804618396%2C880473003X%2C8804680423%2C0099283077%2C8804700106,Nuovi delitti in treno,"Marisa Castino Bado (Traduttore),",978-8881545001,240,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

Polillo (20 giugno 2019)
","
Lingua
‏
:
‎

Italiano
"
40,40,https://www.anobii.com/books/delitti-senza-tempo/01c3aa6c16c50bec09,Agatha Christie,Delitti senza tempo,A000074216,"[' Science Fiction & Fantasy ', ' Mystery & Thrillers ']",3,25,3.72,405,"Publisher
Arnoldo Mondadori Editore",About this Edition,https://affiliates.anobii.com/editions/01c3aa6c16c50bec09/amazon-it,https://www.amazon.it/delitti-delle-Emozioni-senza-tempo-ebook/dp/B00Q3NZVKC/ref=sr_1_1?keywords=Delitti+senza+tempo&qid=1636509867&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00Q3NZVKC%2CB00W4KRFLG%2CB00YZLHJAO%2CB01J1JIAUC%2CB01HQFF7IG%2CB00I7DKX4U%2CB00G3DHUBU%2CB086Y3CLNL%2CB07LC36Y7N%2C8834602242%2CB0787PFDY9%2C8851165394%2CB08M5XQLDD%2CB095MLH8VR%2C8817119881%2C1976882516,Dei delitti e delle pene (Emozioni senza tempo),Cesare Beccaria,"
‏
:
‎

Abilit",1805,4.5,"['71%', '20%', '4%', '0%', '0%', '0%', '5%']",136.0,39.0,"
ASIN
‏
:
‎

B00Q3NZVKC
","
Editore
‏
:
‎

Fermento (24 novembre 2014)
"
41,41,https://www.anobii.com/books/destinazione-ignota/010e9e2b1b2e113671,Agatha Christie,Destinazione ignota,193,"[' Fiction & Literature ', ' Mystery & Thrillers ']",1,0,0.0,193,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/010e9e2b1b2e113671/amazon-it,https://www.amazon.it/Destinazione-ignota-Agatha-Christie/dp/8804709138/ref=sr_1_1?keywords=Destinazione+ignota&qid=1636509874&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804709138%2CB09HJS8HXY%2C8860591880%2C8856787253%2C8899738351%2C8892109596%2C8804374292%2CB0967XL1SC%2CB09FDT7H2K%2CB08DD8L363%2C0244374929%2C6203048062%2C8849711395%2CB00RC3GRN2%2CB07RGTRWTZ%2CB01FXSAXS2&srpt=ABIS_BOOK,Destinazione ignota,Agatha Christie,978-8804709138,224,3.9,"['47%', '28%', '11%', '0%', '0%', '0%', '14%']",16.0,6.0,"
Editore
‏
:
‎

Mondadori; 2° edizione (24 aprile 2019)
","
Lingua
‏
:
‎

Italiano
"
42,42,https://www.anobii.com/books/detective-detective/9788804346661/01324964e381187e92,Agatha Christie,Detective & Detective,9788804346661,[' Mystery & Thrillers '],94,43,3.55,210,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/01324964e381187e92/amazon-it,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_stripbooks_sr_pg1_1?ie=UTF8&adId=A02483303K8Z92UC906BY&url=%2FAiuto-fantasma-Sandra-detective-Questo%2Fdp%2F8869059421%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DDetective%2B%2526%2BDetective%26qid%3D1636509881%26s%3Dbooks%26sr%3D1-1-spons%26psc%3D1&qualifier=1636509881&id=5659085940920&widgetName=sp_atf,"Aiuto, un fantasma! Sandra la capra detective. Questo lo leggo io!",Giuditta Campello,978-8869059421,56,5.0,"['100%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
Editore
‏
:
‎

HarperCollins Italia (9 settembre 2021)
","
Lingua
‏
:
‎

Italiano
"
43,43,https://www.anobii.com/books/dieci-piccoli-indiani/9788804725206/026583970e4852f2ed,Agatha Christie,Dieci piccoli indiani,9788804725206,error,0,0,0.0,264,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/026583970e4852f2ed/amazon-it,https://www.amazon.it/Dieci-piccoli-indiani-Agatha-Christie/dp/8804616989/ref=sr_1_1?keywords=Dieci+piccoli+indiani&qid=1636509889&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804616989%2C880472868X%2CB000LY2YMW%2CB07RQG7T6N%2CB01MRC7IGL%2C8804522283%2C8804733934%2CB00K03TVIO%2CB09FRZW95Y%2C880464575X%2C009946456X%2C8856681099%2C0008158614%2CB081HVST1H%2C0062073486%2C8851163758&srpt=ABIS_BOOK,Dieci piccoli indiani. Oscar Junior,Agatha Christie,978-8804616986,229,4.7,"['76%', '17%', '4%', '1%', '2%']",826.0,196.0,"
Editore
‏
:
‎

Mondadori; 2° edizione (19 giugno 2012)
","
Lingua
‏
:
‎

Italiano
"
44,44,https://www.anobii.com/books/dieci-piccoli-indiani-le-due-verita/017f57d806d9cd91a7,Agatha Christie,Dieci piccoli indiani - Le due verità,A000080875,"[' Fiction & Literature ', ' Mystery & Thrillers ']",3,95,4.29,309,"Publisher
Edizione CDE su licenza Mondadori",About this Edition,https://affiliates.anobii.com/editions/017f57d806d9cd91a7/amazon-it,https://www.amazon.it/COLLEZIONE-AGATHA-CHRISTIE-PICCOLI-INDIANI/dp/B01MRC7IGL/ref=sr_1_1?keywords=Dieci+piccoli+indiani+-+Le+due+verit%C3%A0&qid=1636509896&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00S1L950G,COLLEZIONE AGATHA CHRISTIE - DIECI PICCOLI INDIANI - LE DUE VERITA' - 1991,Agatha Christie,error,309,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B01MRC7IGL
","
Editore
‏
:
‎

CDE (1 gennaio 1900)
"
45,45,https://www.anobii.com/books/dieci-piccoli-indiani-e-non-rimase-nessuno/9788804728689/02455bd27ea302bf76,Agatha Christie,Dieci piccoli indiani. E non rimase nessuno,9788804728689,error,9,5,4.4,208,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/02455bd27ea302bf76/amazon-it,https://www.amazon.it/Ridere-N-19-20/dp/880472868X/ref=sr_1_1?keywords=Dieci+piccoli+indiani.+E+non+rimase+nessuno&qid=1636509903&qsid=260-7043333-5119002&s=books&sr=1-1&sres=880472868X%2C8804616989%2C009946456X%2CB07RQG7T6N%2CB07XVKHKXT%2CB079YV6MQV%2CB00FL5TX3Y&srpt=ABIS_BOOK,Dieci piccoli indiani. E non rimase nessuno,Agatha Christie,978-8804728689,208,4.6,"['74%', '18%', '6%', '1%', '1%']",1382.0,332.0,"
Editore
‏
:
‎

Mondadori (20 aprile 2020)
","
Lingua
‏
:
‎

Italiano
"
46,46,https://www.anobii.com/books/donne-fatali/9788852025778/018dfca3105a40b233,Agatha Christie,Donne fatali,9788852025778,"[' Fiction & Literature ', ' Mystery & Thrillers ']",5,30,4.03,600,"Publisher
Mondadori","About this Edition
All Editions",https://affiliates.anobii.com/editions/018dfca3105a40b233/amazon-it,https://www.amazon.it/Russia-amore-Allenamento-Kettlebell-fatale/dp/8895782135/ref=sr_1_1?keywords=Donne+fatali&qid=1636509909&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8895782135%2C8885098223%2C8893470195%2C8854190608%2C0099536641%2C8804589744%2CB016224JJM%2C8899141592%2C8889509686%2C8838903964%2C8872262836%2C8804580763%2C8804611693%2C8834608925%2C8811810698%2C8868011077,Dalla Russia con duro amore. Allenamento con Kettlebell per la donna fatale,Pavel Tsatsouline,978-8895782133,152,4.6,"['62%', '38%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",3.0,2.0,"
Editore
‏
:
‎

La Libreria di Olympian's News (5 marzo 2011)
","
Lingua
‏
:
‎

Italiano
"
47,47,https://www.anobii.com/books/dopo-le-esequie/01d2b79dc703addfbe,Agatha Christie,Dopo le esequie,237,"[' Entertainment ', ' Fiction & Literature ']",52,947,3.84,237,"Publisher
RCS Corriere della Sera","About this Edition
All Editions",https://affiliates.anobii.com/editions/01d2b79dc703addfbe/amazon-it,https://www.amazon.it/Dopo-esequie-Agatha-Christie/dp/8804716258/ref=sr_1_1?keywords=Dopo+le+esequie&qid=1636509916&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804716258%2CB09F9ZCH13%2CB00DYAHJ8E%2CB01MYZDYAD%2CB00G6NO5JM%2CB07QSW99H8%2CB075PGWS6D%2CB00RELT3TW%2C8804679352%2C8804728000%2C8804713429%2C8804709820%2C8804712724%2C8882224686%2C8804704985%2CB005SZ526Y&srpt=ABIS_BOOK,Dopo le esequie,Agatha Christie,978-8804716259,220,4.2,"['48%', '33%', '11%', '3%', '4%']",57.0,7.0,"
Editore
‏
:
‎

Mondadori; 28° edizione (6 giugno 2019)
","
Lingua
‏
:
‎

Italiano
"
48,48,https://www.anobii.com/books/dopo-le-esequie-gli-elefanti-hanno-buona-memoria/0139e96279ea5bdade,Agatha Christie,Dopo le esequie - Gli elefanti hanno buona memoria,A000069054,[' Mystery & Thrillers '],2,51,3.84,286,"Publisher
CDE","About this Edition
All Editions",https://affiliates.anobii.com/editions/0139e96279ea5bdade/amazon-it,https://www.amazon.it/esequie-elefanti-hanno-buona-memoria/dp/B00HFWVFSM/ref=sr_1_1?keywords=Dopo+le+esequie+-+Gli+elefanti+hanno+buona+memoria&qid=1636509923&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B00HFWVFSM,Dopo le esequie / Gli elefanti hanno buona memoria,Agatha Christie,error,780,error,"['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']",error,error,"
ASIN
‏
:
‎

B00HFWVFSM
","
Editore
‏
:
‎

CDE (1 gennaio 1998)
"
49,49,https://www.anobii.com/books/due-mesi-dopo/0108591fcc6f98605f,Agatha Christie,Due mesi dopo,A000027559,"[' Crime\xa0 ', ' Fiction & Literature ', ' Mystery & Thrillers ']",59,1020,3.76,236,"Publisher
Arnoldo Mondadori Editore","About this Edition
All Editions",https://affiliates.anobii.com/editions/0108591fcc6f98605f/amazon-it,https://www.amazon.it/Due-mesi-dopo-Agatha-Christie/dp/8804709820/ref=sr_1_1?keywords=Due+mesi+dopo&qid=1636509930&qsid=260-7043333-5119002&s=books&sr=1-1&sres=8804709820%2CB07JJZRVH5%2C8832730766%2C8804741716%2CB01HI2TTIG%2C8854518077%2C8830453501%2C8832731622%2CB096LMV5XS%2CB00FKZEER0%2CB08KQ8T7LK%2CB09FS9PDHD%2C8872241235%2CB09919C92S%2CB09DZVMCB4%2CB097YHFW94,Due mesi dopo,Agatha Christie,978-8804709824,320,4.2,"['50%', '31%', '15%', '3%', '2%']",138.0,16.0,"
Editore
‏
:
‎

Mondadori; 3° edizione (6 maggio 2019)
","
Lingua
‏
:
‎

Italiano
"
50,50,https://www.anobii.com/books/due-mesi-dopo-la-parola-alla-difesa/01e0ec9704c474c987,Agatha Christie,Due mesi dopo - La parola alla difesa,A000024566,[' Mystery & Thrillers '],1,39,3.95,334,"Publisher
CDE (Collezione Agatha Christie)",About this Edition,https://affiliates.anobii.com/editions/01e0ec9704c474c987/amazon-it,https://www.amazon.it/Asmodee-Italia-Hogwarts-Edizione-Italiano/dp/B08KF5Y637/ref=sr_1_1?keywords=Due+mesi+dopo+-+La+parola+alla+difesa&qid=1636509937&qsid=260-7043333-5119002&s=books&sr=1-1&sres=B08KF5Y637%2CB00ISWLWZY%2CB081QQF21Z%2C8804711485&srpt=ABIS_BOOK,"Asmodee Italia - Harry Potter: Un Anno a Hogwarts, Gioco da Tavolo, Edizione in Italiano, 8116",error,error,error,4.6,"['73%', '13%', '12%', '0%', '0%', '0%', '2%']",73.0,16.0,error,error
51,51,https://www.anobii.com/books/due-romanzi-d-amore/018b9630562b71923f,Agatha Christie,Due romanzi d'amore,A000155522,[' Fiction & Literature '],1,3,3.67,412,"Publisher
Mondadori",About this Edition,https://affiliates.anobii.com/editions/018b9630562b71923f/amazon-it,https://www.amazon.it/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_stripbooks_sr_pg1_1?ie=UTF8&adId=A0597703R01OV35RWIC7&url=%2FInnocenza-Rubata-Julia-Sykes-ebook%2Fdp%2FB088P86BZ7%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DDue%2Bromanzi%2Bd%2527amore%26qid%3D1636509944%26s%3Dbooks%26sr%3D1-1-spons%26psc%3D1&qualifier=1636509944&id=5760748826135517&widgetName=sp_atf,Innocenza Rubata,Julia Sykes,aneo di dispos,312,3.3,"['28%', '20%', '21%', '14%', '17%']",842.0,60.0,"
ASIN
‏
:
‎

B088P86BZ7
","
Editore
‏
:
‎

Grey Eagle Publications (14 maggio 2020)
"
