,index,Genere,Title_old,Title,ISBN,Author_old,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category_old,Shelves_Category,Shelves_Media_old,Shelves_Media,Shelves_Tags
34,8,Children_Lit,고양이 해결사 깜냥 1,Cat Solvation Heavy 1,9788936447694,홍민정,Hong Min Jeong,"9,900원",80,2020,185,185,"['85%', '13%', '2%', '0%', '0%']","['84%', '14%', '2%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/89525316,370,9.9,2020.03.27,9.38,86,http://book.naver.com/bookdb/book_detail.naver?bid=16314963,456,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 경향신문
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서",,error
35,26,Children_Lit,샬롯의 거미줄,Charlotte's spider web,9788952787590,엘윈 브룩스 화이트,Elwyn Brooks White,"9,900원",242,2000,141,127,"['78%', '18%', '4%', '0%', '0%']","['67%', '26%', '6%', '0%', '0%']",9.3,9.8,http://www.yes24.com/Product/Goods/176008,268,9.9,2018.10.20,8.0,29,http://book.naver.com/bookdb/book_detail.naver?bid=14107933,297,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#탑골공원책벌레 #KBS달빛프린스선정도서 #초등고전 #우정"
36,127,Children_Lit,건방진 장루이와 68일,Cheongjin Jang Lui and 68 days,9788962478396,황선미,Hwang Sunmi,"9,900원",148,2017,51,19,"['84%', '16%', '0%', '0%', '0%']","['75%', '24%', '2%', '0%', '0%']",9.5,9.8,http://www.yes24.com/Product/Goods/41188225,70,9.9,2017.05.30,9.93,44,http://book.naver.com/bookdb/book_detail.naver?bid=12105945,114,['  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화'],,error,,error
37,48,Children_Lit,칠판에 딱 붙은 아이들,Children who just hit the blackboard,9788949161846,최은옥,Choi Eunok,"8,550원",136,2015,52,31,"['88%', '10%', '2%', '0%', '0%']","['87%', '13%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/17642012,83,8.55,2015.04.17,9.71,49,http://book.naver.com/bookdb/book_detail.naver?bid=8993721,132,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 한국출판문화산업진흥원 이달의 책 > 2015년 > 2015년 6월
  국내도서 > 미디어 추천 > 동아일보",,error
38,181,Children_Lit,코드네임 H,Code Name H,9788952788955,강경수,Kang Kyungsoo,"10,800원",316,2019,44,35,"['95%', '5%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.9,9.8,http://www.yes24.com/Product/Goods/70916942,79,10.8,2019.03.25,9.95,38,http://book.naver.com/bookdb/book_detail.naver?bid=14641080,117,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#추리/미스터리/스릴러"
39,154,Children_Lit,코드네임 J,Code Name J,9788952742704,강경수,Kang Kyungsoo,"10,800원",312,2020,31,47,"['90%', '10%', '0%', '0%', '0%']","['90%', '6%', '0%', '3%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/89744894,78,10.8,2020.03.25,10.0,14,http://book.naver.com/bookdb/book_detail.naver?bid=16314169,92,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#첩보물 #초등미스터리 #추리/스릴러"
40,170,Children_Lit,코드네임 K,Code Name K,9788952786029,강경수,Kang Kyungsoo,"10,800원",316,2017,30,44,"['93%', '7%', '0%', '0%', '0%']","['93%', '7%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/50314836,74,10.8,2017.10.15,10.0,20,http://book.naver.com/bookdb/book_detail.naver?bid=12572004,94,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#상상력"
41,172,Children_Lit,코드네임 R,Code Name R,9788952787347,강경수,Kang Kyungsoo,"10,800원",328,2018,33,38,"['94%', '6%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/64094975,71,10.8,2018.09.20,9.8,24,http://book.naver.com/bookdb/book_detail.naver?bid=13976100,95,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#상상력"
42,151,Children_Lit,코드네임 X,Code Name X,9788952785480,강경수,Kang Kyungsoo,"10,800원",308,2017,66,62,"['85%', '14%', '2%', '0%', '0%']","['92%', '6%', '2%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/43214912,128,10.8,2017.07.05,9.64,48,http://book.naver.com/bookdb/book_detail.naver?bid=12195147,176,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#상상력"
43,171,Children_Lit,코드네임 I,Code Name i,9788952789938,강경수,Kang Kyungsoo,"10,800원",324,2019,30,42,"['90%', '7%', '3%', '0%', '0%']","['97%', '3%', '0%', '0%', '0%']",9.9,9.6,http://www.yes24.com/Product/Goods/79227725,72,10.8,2019.09.25,10.0,17,http://book.naver.com/bookdb/book_detail.naver?bid=15511137,89,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#첩보물 #비밀요원"
44,174,Children_Lit,코드네임 V,Code Name v,9788952787071,강경수,Kang Kyungsoo,"10,800원",208,2018,33,30,"['94%', '3%', '3%', '0%', '0%']","['91%', '6%', '3%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/60605086,63,10.8,2018.05.20,9.94,33,http://book.naver.com/bookdb/book_detail.naver?bid=13571773,96,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#상상력"
45,195,Children_Lit,코딩과학동화 팜 1,Coding Science Fairy Farm 1,9791160509441,홍지연,Hong Jiyeon,"10,800원",200,2019,102,31,"['92%', '8%', '0%', '0%', '0%']","['89%', '11%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/80487115,133,10.8,2019.10.18,9.69,49,http://book.naver.com/bookdb/book_detail.naver?bid=15622196,182,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 학습 > 3-4학년 컴퓨터', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 학습 > 5-6학년 컴퓨터', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 초등학습 > 컴퓨터/IT/코딩', '  국내도서 > IT 모바일 > 컴퓨터 입문/활용 > 어린이 컴퓨터']",,error,,error
46,76,Children_Lit,십 년 가게 2,Decasting 2,9791190786607,히로시마 레이코,Reiko Hiroshima,"11,700원",160,2020,52,32,"['94%', '6%', '0%', '0%', '0%']","['96%', '4%', '0%', '0%', '0%']",9.9,9.6,http://www.yes24.com/Product/Goods/90388373,84,11.7,2020.06.10,9.63,56,http://book.naver.com/bookdb/book_detail.naver?bid=16368965,140,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,error
47,66,Children_Lit,십 년 가게 3,Decasting 3,9791190908702,히로시마 레이코,Reiko Hiroshima,"11,700원",184,2020,59,33,"['90%', '8%', '2%', '0%', '0%']","['92%', '7%', '2%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/92099687,92,11.7,2020.09.03,9.6,52,http://book.naver.com/bookdb/book_detail.naver?bid=16626582,144,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,error
48,53,Children_Lit,십 년 가게 1,Decasting shop 1,9791190630672,히로시마 레이코,Reiko Hiroshima,"11,700원",184,2020,69,68,"['90%', '9%', '1%', '0%', '0%']","['86%', '13%', '1%', '0%', '0%']",9.7,9.4,http://www.yes24.com/Product/Goods/89741442,137,11.7,2020.04.06,9.71,89,http://book.naver.com/bookdb/book_detail.naver?bid=16315167,226,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서",,error
49,103,Children_Lit,안네의 일기,Diary of Anne,9788931919875,한상남,Han Sangnam,"7,650원",217,2008,19,51,"['58%', '42%', '0%', '0%', '0%']","['63%', '37%', '0%', '0%', '0%']",9.2,9.6,http://www.yes24.com/Product/Goods/2950938,70,7.65,2008.04.05,8.93,41,http://book.naver.com/bookdb/book_detail.naver?bid=4570100,111,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 명작동화/우화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화']",,error,,error
50,109,Children_Lit,보이거나 안 보이거나,Do not look or look,9788964963999,요시타케 신스케,Shinsuke Yoshitake,"10,800원",32,2019,47,49,"['89%', '11%', '0%', '0%', '0%']","['91%', '9%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/70915577,96,10.8,2019.03.25,10.0,30,http://book.naver.com/bookdb/book_detail.naver?bid=14652577,126,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,error
51,54,Children_Lit,도깨비폰을 개통하시겠습니까?,Do you want to open a picture of a pawn?,9788936442927,박하익,Park Ha-ik,"9,720원",189,2018,50,58,"['88%', '6%', '6%', '0%', '0%']","['78%', '18%', '4%', '0%', '0%']",9.5,9.6,http://www.yes24.com/Product/Goods/59428076,108,9.72,2018.03.23,9.88,39,http://book.naver.com/bookdb/book_detail.naver?bid=13453490,147,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2018년 올해의 책 후보도서",,error
52,139,Children_Lit,책읽는 강아지 몽몽,Dog reading puppy Mongjong,9788949161761,최은옥,Choi Eunok,"8,550원",88,2014,53,32,"['87%', '13%', '0%', '0%', '0%']","['85%', '15%', '0%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/12185875,85,8.55,2014.02.14,9.83,36,http://book.naver.com/bookdb/book_detail.naver?bid=7430209,121,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,error,,"그 분류
#책덕후 #코믹동화"
53,153,Children_Lit,끝없는 이야기,Endless story,9788949170602,미하엘 엔데,Michael Ende,"18,000원",703,2003,56,43,"['80%', '16%', '4%', '0%', '0%']","['61%', '30%', '7%', '2%', '0%']",9.3,9.8,http://www.yes24.com/Product/Goods/352305,99,18.0,2003.03.25,9.05,202,http://book.naver.com/bookdb/book_detail.naver?bid=164115,301,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 청소년 > 청소년 문학']",,error,,"그 분류
#고전읽기 #초등고전"
54,160,Children_Lit,간질간질,Epilepsy,9791160940688,서현,Seohyun,"12,420원",64,2017,27,25,"['81%', '19%', '0%', '0%', '0%']","['89%', '11%', '0%', '0%', '0%']",9.7,9.4,http://www.yes24.com/Product/Goods/39334627,52,12.42,2017.04.25,9.6,45,http://book.naver.com/bookdb/book_detail.naver?bid=11990864,97,"['  국내도서 > 유아 > 4-6세 > 4-6세 우리나라 그림책', '  국내도서 > 유아 > 유아 그림책 > 유아 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림책']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2018 년 > 유아용(4-7세)
  국내도서 > 세종도서_(구)문화체육관광부 우수도서 > 2017년(하) 문학나눔
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > YES24 올해의 책 > 2017년 올해의 책 후보도서",,error
55,32,Children_Lit,악플 전쟁,Evil War,9788997798131,이규희,Lee Gyuhee,"9,000원",174,2013,46,26,"['67%', '26%', '7%', '0%', '0%']","['61%', '33%', '7%', '2%', '0%']",9.1,9.2,http://www.yes24.com/Product/Goods/9406389,72,9.0,2013.08.26,9.11,35,http://book.naver.com/bookdb/book_detail.naver?bid=7285186,107,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 기관 추천 도서 > 한국문화예술위선정 우수문학 > 2013년 하반기",,error
56,90,Children_Lit,한 권으로 보는 월리를 찾아라! Travel Collection,Find Wallley for one ticket! TRAVEL COLLECTION,9791187395058,error,error,"14,400원",172,2017,35,95,"['71%', '26%', '3%', '0%', '0%']","['66%', '26%', '6%', '0%', '3%']",9.2,9.6,http://www.yes24.com/Product/Goods/43829131,130,14.4,2017.07.10,10.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=12203743,133,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 교양 > 문화/예술 > 취미/여행', '  국내도서 > 어린이 > 어린이 교양 > 놀이']",,error,,"그 분류
#어른이를위한힐링책 #띵북 #숨은그림찾기"
57,141,Children_Lit,월리를 찾아라! 2 : 시간여행,Find Wallley! 2: Time travel,9788995899380,노은정,No Eunjung,"10,800원",30,2016,17,94,"['88%', '12%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/25778807,111,10.8,2016.04.15,10.0,3,http://book.naver.com/bookdb/book_detail.naver?bid=10487424,114,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 교양 > 문화/예술 > 취미/여행', '  국내도서 > 어린이 > 어린이 교양 > 놀이']",,error,,error
58,129,Children_Lit,월리를 찾아라! 1,Find Wallley! One,9788995899373,노은정,No Eunjung,"10,800원",30,2016,31,164,"['77%', '19%', '3%', '0%', '0%']","['81%', '16%', '3%', '0%', '0%']",9.5,9.8,http://www.yes24.com/Product/Goods/25778802,195,10.8,2016.04.15,10.0,10,http://book.naver.com/bookdb/book_detail.naver?bid=10487423,205,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 교양 > 문화/예술 > 취미/여행', '  국내도서 > 어린이 > 어린이 교양 > 놀이']",,error,,error
59,128,Children_Lit,최기봉을 찾아라!,Find the last!,9788957982648,error,error,"11,210원",88,2011,51,7,"['84%', '16%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.7,9.8,http://www.yes24.com/Product/Goods/4457313,58,10.62,2011.01.10,9.92,42,http://book.naver.com/bookdb/book_detail.naver?bid=6430329,100,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",,"상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서 추천 > 2012년 > 어린이 중학년 추천도서
  국내도서 > 문화체육관광부선정 우수도서 > 2011년 우수 교양도서",,error
60,152,Children_Lit,"처음 읽는 그리스 로마 신화 1 신들의 세계, 올림포스","First reading Greek Roma mythology 1 gods, Olympus",9791164135226,최설희,Choi Seolhee,"10,800원",152,2020,45,10,"['98%', '2%', '0%', '0%', '0%']","['96%', '4%', '0%', '0%', '0%']",10.0,10,http://www.yes24.com/Product/Goods/90233195,55,10.8,2020.05.21,10.0,21,http://book.naver.com/bookdb/book_detail.naver?bid=16361889,76,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 신화/전설', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 신화/전설', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 신화/전설']",,error,,"그 분류
#옛날옛적신화"
