,Unnamed: 0,index,Genere,Title,ISBN,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category,Shelves_Media,Shelves_Tags
35,35,36,Children_Lit,정재승의 인간탐구보고서 1,9788950983079,정재은,"12,600원",172,2019,167,170,"['92%', '7%', '1%', '0%', '1%']","['89%', '10%', '1%', '0%', '1%']",9.8,9.6,http://www.yes24.com/Product/Goods/78215498,337,12.6,2019.09.18,9.94,110,http://book.naver.com/bookdb/book_detail.naver?bid=15372465,447,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 학습 > 3-4학년 과학/환경', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 학습 > 5-6학년 과학/환경', '  국내도서 > 어린이 > 어린이 문학 > 그림책', '  국내도서 > 어린이 > 초등학습 > 과학/환경']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2020년 > 어린이용(5-6학년)
  국내도서 > YES24 올해의 책 > 2019년 올해의 책 후보도서",error
36,36,37,Children_Lit,꽃들에게 희망을,9788952783509,트리나 폴러스,"8,550원",160,1999,91,98,"['74%', '23%', '2%', '1%', '0%']","['52%', '38%', '9%', '1%', '0%']",9.1,9.8,http://www.yes24.com/Product/Goods/101402,189,8.55,2017.01.15,0.0,13,http://book.naver.com/bookdb/book_detail.naver?bid=11618427,202,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 동화책', '  국내도서 > 어린이 > 교과서수록도서 > 5학년2학기 > 국어활동5-나', '  국내도서 > 어린이 > 교과서 수록도서']",error,"그 분류
#탑골공원책벌레 #애벌레 #희망 #감동"
37,37,40,Children_Lit,아낌없이 주는 나무,9788952783486,error,"9,000원",52,2000,93,117,"['77%', '15%', '8%', '0%', '0%']","['68%', '23%', '10%', '0%', '0%']",9.3,9.8,http://www.yes24.com/Product/Goods/197687,210,9.0,2017.01.20,10.0,17,http://book.naver.com/bookdb/book_detail.naver?bid=11618428,227,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 명작동화/우화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 명작동화/우화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 명작동화/우화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 3학년2학기 > 국어2-나', '  국내도서 > 어린이 > 교과서 수록도서']",error,"그 분류
#탑골공원책벌레 #세이브위드스토리 #진리 #초등고전 #일상을위로하다 #관계"
38,38,41,Children_Lit,책 먹는 여우,9788934908067,프란치스카 비어만,"9,900원",60,2001,164,139,"['77%', '20%', '3%', '0%', '0%']","['77%', '17%', '4%', '1%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/232775,303,9.9,2001.10.15,8.8,552,http://book.naver.com/bookdb/book_detail.naver?bid=172701,855,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 1-2학년 > 1-2학년 학습 > 1-2학년 학습일반', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#우화 #초등고전 #책덕후 #풍자"
39,39,43,Children_Lit,초등학생을 위한 나의 라임 오렌지나무,9788972976189,J.M. 바스콘셀로스,"11,700원",303,2014,55,139,"['73%', '24%', '4%', '0%', '0%']","['64%', '33%', '4%', '0%', '0%']",9.3,9.6,http://www.yes24.com/Product/Goods/3799797,194,11.7,2010.04.15,8.72,151,http://book.naver.com/bookdb/book_detail.naver?bid=6267075,345,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#tvN비밀독서단추천도서"
40,40,44,Children_Lit,해리엇,9788954615044,한윤섭,"9,900원",156,2011,38,31,"['84%', '16%', '0%', '0%', '0%']","['79%', '21%', '0%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/5278501,69,9.9,2011.06.27,9.11,51,http://book.naver.com/bookdb/book_detail.naver?bid=6675833,120,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 기관 추천 도서 > 한국문화예술위선정 우수문학 > 2011년 3분기",error
41,41,45,Children_Lit,정재승의 인간탐구보고서 2,9788950983086,이고은,"12,600원",164,2019,84,100,"['92%', '8%', '0%', '0%', '0%']","['90%', '10%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/84936998,184,12.6,2019.12.30,9.89,49,http://book.naver.com/bookdb/book_detail.naver?bid=15918626,233,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 학습 > 3-4학년 과학/환경', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 학습 > 5-6학년 과학/환경', '  국내도서 > 어린이 > 어린이 문학 > 그림책', '  국내도서 > 어린이 > 초등학습 > 과학/환경']",error,"그 분류
#뇌과학 #뇌가내를안다면"
42,42,46,Children_Lit,마당을 나온 암탉,9788971968710,황선미,"10,350원",199,2002,155,69,"['72%', '23%', '6%', '0%', '0%']","['62%', '32%', '7%', '0%', '0%']",9.2,9.8,http://www.yes24.com/Product/Goods/276635,224,10.35,2002.04.15,9.15,687,http://book.naver.com/bookdb/book_detail.naver?bid=159722,911,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 동화책', '  국내도서 > 어린이 > 교과서 수록도서']",error,"그 분류
#탑골공원책벌레 #영화드라마원작 #초등교과서수록도서 #감동"
43,43,47,Children_Lit,마틸다,9788952787330,로알드 달,"10,350원",320,2018,25,78,"['88%', '12%', '0%', '0%', '0%']","['84%', '16%', '0%', '0%', '0%']",9.7,9.6,http://www.yes24.com/Product/Goods/64372090,103,10.35,2018.09.05,10.0,35,http://book.naver.com/bookdb/book_detail.naver?bid=13995199,138,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 한겨레",error
44,44,48,Children_Lit,복제인간 윤봉구,9788949124353,임은하,"9,000원",169,2017,40,56,"['88%', '10%', '2%', '0%', '0%']","['80%', '18%', '2%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/45414019,96,9.0,2017.09.01,9.7,53,http://book.naver.com/bookdb/book_detail.naver?bid=12471319,149,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 세종도서_(구)문화체육관광부 우수도서 > 2018 교양도서 > 문학
  국내도서 > 행복한아침독서/책둥이 추천 > 2018 년 > 어린이용(5-6학년)",error
45,45,50,Children_Lit,빨강 연필,9788949121338,신수현,"9,000원",207,2011,85,76,"['78%', '20%', '2%', '0%', '0%']","['69%', '27%', '4%', '0%', '0%']",9.5,9.6,http://www.yes24.com/Product/Goods/5169850,161,9.0,2011.05.20,9.4,105,http://book.naver.com/bookdb/book_detail.naver?bid=6647066,266,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 자기계발/생활 > 3-4학년 생활', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 자기계발/생활 > 5-6학년 생활', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 교양 > 자기계발/생활 > 생활', '  국내도서 > 어린이 > 교과서수록도서 > 5학년1학기 > 국어5-나', '  국내도서 > 어린이 > 교과서수록도서 > 5학년2학기 > 국어5-가', '  국내도서 > 어린이 > 교과서 수록도서']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서 추천 > 2012년 > 어린이 고학년 추천도서
  국내도서 > 기관 추천 도서 > 한국문화예술위선정 우수문학 > 2011년 3분기",error
46,46,51,Children_Lit,이게 정말 나일까?,9788934971634,요시타케 신스케,"11,700원",32,2015,82,245,"['83%', '17%', '0%', '0%', '0%']","['77%', '23%', '0%', '0%', '0%']",9.6,9.8,http://www.yes24.com/Product/Goods/21631904,327,11.7,2015.09.10,9.24,100,http://book.naver.com/bookdb/book_detail.naver?bid=9587075,427,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등학교 도서관용
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등 저학년용
  국내도서 > 미디어 추천 > 한겨레",error
47,47,53,Children_Lit,시간가게,9788954620260,이나영,"9,900원",204,2013,66,51,"['61%', '29%', '11%', '0%', '0%']","['55%', '39%', '6%', '0%', '0%']",9.0,9.6,http://www.yes24.com/Product/Goods/8271956,117,9.9,2013.01.10,9.0,70,http://book.naver.com/bookdb/book_detail.naver?bid=7121672,187,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2013년 올해의 책 후보도서",error
48,48,54,Children_Lit,칠판에 딱 붙은 아이들,9788949161846,최은옥,"8,550원",136,2015,52,31,"['88%', '10%', '2%', '0%', '0%']","['87%', '13%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/17642012,83,8.55,2015.04.17,9.71,49,http://book.naver.com/bookdb/book_detail.naver?bid=8993721,132,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 한국출판문화산업진흥원 이달의 책 > 2015년 > 2015년 6월
  국내도서 > 미디어 추천 > 동아일보",error
49,49,56,Children_Lit,담을 넘은 아이,9788949121857,김정민,"9,000원",164,2019,36,33,"['94%', '6%', '0%', '0%', '0%']","['94%', '6%', '0%', '0%', '0%']",9.8,9.6,http://www.yes24.com/Product/Goods/77194894,69,9.0,2019.07.30,10.0,53,http://book.naver.com/bookdb/book_detail.naver?bid=15298147,122,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#황금도깨비상"
50,50,57,Children_Lit,변신돼지,9788949161945,박주혜,"8,550원",84,2017,52,79,"['88%', '10%', '2%', '0%', '0%']","['90%', '8%', '2%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/36925841,131,8.55,2017.02.27,10.0,43,http://book.naver.com/bookdb/book_detail.naver?bid=11751054,174,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2017년 올해의 책 후보도서",error
51,51,58,Children_Lit,수상한 운동장,9788963193755,박현숙,"10,350원",204,2020,51,27,"['90%', '8%', '2%', '0%', '0%']","['92%', '6%', '2%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/92337609,78,10.35,2020.09.30,0.0,12,http://book.naver.com/bookdb/book_detail.naver?bid=16685855,90,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,"그 분류
#성장물 #초등미스터리"
52,52,59,Children_Lit,5학년 5반 아이들,9788957983317,윤숙희,"11,880원",150,2013,31,18,"['94%', '6%', '0%', '0%', '0%']","['90%', '10%', '0%', '0%', '0%']",9.8,10.0,http://www.yes24.com/Product/Goods/8115949,49,11.25,2013.01.10,9.78,23,http://book.naver.com/bookdb/book_detail.naver?bid=7089184,72,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서 추천 > 2014년 > 어린이 고학년 추천도서
  국내도서 > 기관 추천 도서 > 한국문화예술위선정 우수문학 > 2013년 상반기
  국내도서 > 유아/어린이 추천도서 > 행복한아침독서 추천",error
53,53,60,Children_Lit,십 년 가게 1,9791190630672,히로시마 레이코,"11,700원",184,2020,69,68,"['90%', '9%', '1%', '0%', '0%']","['86%', '13%', '1%', '0%', '0%']",9.7,9.4,http://www.yes24.com/Product/Goods/89741442,137,11.7,2020.04.06,9.71,89,http://book.naver.com/bookdb/book_detail.naver?bid=16315167,226,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서",error
54,54,61,Children_Lit,도깨비폰을 개통하시겠습니까?,9788936442927,박하익,"9,720원",189,2018,50,58,"['88%', '6%', '6%', '0%', '0%']","['78%', '18%', '4%', '0%', '0%']",9.5,9.6,http://www.yes24.com/Product/Goods/59428076,108,9.72,2018.03.23,9.88,39,http://book.naver.com/bookdb/book_detail.naver?bid=13453490,147,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > YES24 올해의 책 > 2018년 올해의 책 후보도서",error
55,55,62,Children_Lit,117층 나무 집,9788952744586,앤디 그리피스,"10,800원",384,2020,62,159,"['85%', '11%', '3%', '0%', '0%']","['82%', '16%', '2%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/84891785,221,10.8,2020.01.10,10.0,25,http://book.naver.com/bookdb/book_detail.naver?bid=15970827,246,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']",error,error
56,56,63,Children_Lit,가정 통신문 소동,9788962478143,송미경,"8,550원",86,2017,40,13,"['88%', '12%', '0%', '0%', '0%']","['88%', '12%', '0%', '0%', '0%']",9.8,9.4,http://www.yes24.com/Product/Goods/36122166,53,8.55,2017.02.14,9.5,35,http://book.naver.com/bookdb/book_detail.naver?bid=11661810,88,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2018 년 > 어린이용(1-2학년)",error
57,57,64,Children_Lit,어린 여우를 위한 무서운 이야기,9788965463665,크리스천 맥케이 하이디커,"13,320원",416,2020,100,59,"['91%', '8%', '1%', '0%', '0%']","['89%', '8%', '3%', '0%', '0%']",9.8,9.4,http://www.yes24.com/Product/Goods/91279244,159,13.32,2020.07.23,9.82,60,http://book.naver.com/bookdb/book_detail.naver?bid=16427542,219,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2021년 > 어린이용(5-6학년)
  국내도서 > 유아/어린이 추천도서 > 어린이문학상 수상작 > 뉴베리아너상
  국내도서 > YES24 올해의 책 > 2020년 올해의 책 후보도서",error
58,58,66,Children_Lit,13층 나무 집,9788952773104,앤디 그리피스,"9,900원",250,2015,113,256,"['65%', '31%', '4%', '0%', '0%']","['63%', '34%', '4%', '0%', '0%']",9.2,9.6,http://www.yes24.com/Product/Goods/17350159,369,9.9,2018.11.05,9.37,98,http://book.naver.com/bookdb/book_detail.naver?bid=8920553,467,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등학교 도서관용
  국내도서 > 행복한아침독서/책둥이 추천 > 2016년 > 초등 고학년용
  국내도서 > YES24 올해의 책 > 2015년 올해의 책 후보도서",error
