,index,Unnamed: 0,Genere,Title,Author,ISBN,Num_Pages_AZ,Pub_Date_AZ,Lingua_AZ,Avg_Rat_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,Link_AZ,Num_Pag_AN,N_Votes_AN,N_Reviews_AN,Avg_Rat_AN,Pub_Date_AN,Genere_Suggerito_AN,Lingua_AN,Link_AN
40,40,40,Children_Lit,Dieci piccoli indiani. Oscar Junior,"Agatha Christie (Autore),",978-8804616986,229,"
Editore
‏
:
‎

Mondadori; 2° edizione (19 giugno 2012)
","
Lingua
‏
:
‎

Italiano
",4.7,"['76%', '18%', '4%', '1%', '1%']",778.0,190.0,https://www.amazon.it/Dieci-piccoli-indiani-Agatha-Christie/dp/8804616989/ref=sr_1_5?dchild=1&m=A1IZZI10GE0KEI&qid=1633023691&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-5&sres=8893679949%2C8817141720%2C8891585246%2C8831003380%2C8804616989%2C8817144983%2C8809058348%2C8804598891%2C8831003402%2C8804598905%2C8831003399%2C8893810735%2C885667839X%2C8804680687%2C8896918448%2C8851187029,error,16117,1825,4.36,error,error,error,https://www.anobii.com/search/978-8804616986/books
41,41,41,Children_Lit,Dory fantasmagorica con la testa fra le nuvole,"Abby Hanlon (Autore),",978-8861894679,146,"
Editore
‏
:
‎

Terre di Mezzo (5 aprile 2018)
","
Lingua
‏
:
‎

Italiano
",4.8,"['86%', '12%', '1%', '1%', '1%']",235.0,60.0,https://www.amazon.it/Dory-fantasmagorica-testa-fra-nuvole/dp/8861894674/ref=sr_1_223?dchild=1&m=A1IZZI10GE0KEI&qid=1633023710&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-223,error,16,1,4.53,error, Adolescenti ,error,https://www.anobii.com/search/978-8861894679/books
42,42,42,Children_Lit,Dory fantasmagorica. Ediz. illustrata,"Abby Hanlon (Autore),",978-8861893863,154,"
Editore
‏
:
‎

Terre di Mezzo; Illustrated edizione (12 maggio 2016)
","
Lingua
‏
:
‎

Italiano
",4.7,"['79%', '15%', '3%', '1%', '1%']",347.0,116.0,https://www.amazon.it/Dory-fantasmagorica-Ediz-illustrata-Hanlon/dp/8861893864/ref=sr_1_205?dchild=1&m=A1IZZI10GE0KEI&qid=1633023708&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-205,error,36,2,4.19,error, Adolescenti ,error,https://www.anobii.com/search/978-8861893863/books
43,43,43,Children_Lit,Drilla,"Andrew Clements (Autore),",978-8817103756,126,"
Editore
‏
:
‎

BUR Biblioteca Univ. Rizzoli (25 settembre 2018)
","
Lingua
‏
:
‎

Italiano
",4.7,"['81%', '12%', '3%', '3%', '1%']",138.0,27.0,https://www.amazon.it/Drilla-Andrew-Clements/dp/8817103756/ref=sr_1_41?dchild=1&m=A1IZZI10GE0KEI&qid=1633023694&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-41,error,4,6,3.62,error,error,error,https://www.anobii.com/search/978-8817103756/books
44,44,44,Children_Lit,Fairy Oak. La storia perduta,Elisabetta Gnone (Autore),978-8831004091,400,"
Editore
‏
:
‎

Salani (22 ottobre 2020)
","
Lingua
‏
:
‎

Italiano
",4.7,"['81%', '14%', '3%', '1%', '1%']",229.0,62.0,https://www.amazon.it/Fairy-storia-perduta-Elisabetta-Gnone/dp/8831004093/ref=sr_1_398?dchild=1&m=A1IZZI10GE0KEI&qid=1633023726&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-398,400,17,2,4.32,"Editore
Salani","[' Adolescenti ', ' Bambini ', ' Narrativa & Letteratura ']",Riguardo questa edizione,https://www.anobii.com/search/978-8831004091/books
45,45,45,Children_Lit,Favole al telefono,"Gianni Rodari (Autore),",978-8879268493,170,"
Editore
‏
:
‎

Einaudi Ragazzi; 1° edizione (14 settembre 2010)
","
Lingua
‏
:
‎

Italiano
",4.8,"['83%', '12%', '3%', '1%', '1%']",1339.0,400.0,https://www.amazon.it/Favole-al-telefono-Gianni-Rodari/dp/887926849X/ref=sr_1_17?dchild=1&m=A1IZZI10GE0KEI&qid=1633023693&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-17,error,3490,431,4.42,error,error,error,https://www.anobii.com/search/978-8879268493/books
46,46,46,Children_Lit,Festa di compleanno. Isadora Moon,"Harriet Muncaster (Autore),",978-8851142544,129,"
Editore
‏
:
‎

De Agostini (27 febbraio 2017)
","
Lingua
‏
:
‎

Italiano
",4.8,"['89%', '7%', '2%', '1%', '1%']",197.0,47.0,https://www.amazon.it/Festa-compleanno-Isadora-Harriet-Muncaster/dp/8851142548/ref=sr_1_370?dchild=1&m=A1IZZI10GE0KEI&qid=1633023725&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-370,error,9,1,3.78,error,error,error,https://www.anobii.com/search/978-8851142544/books
47,47,47,Children_Lit,Fiabe lunghe un sorriso,"Gianni Rodari (Autore),",978-8879268097,164,"
Editore
‏
:
‎

Einaudi Ragazzi; 1° edizione (16 marzo 2010)
","
Lingua
‏
:
‎

Italiano
",4.6,"['76%', '14%', '6%', '2%', '3%']",611.0,145.0,https://www.amazon.it/Fiabe-lunghe-sorriso-Gianni-Rodari/dp/8879268090/ref=sr_1_136?dchild=1&m=A1IZZI10GE0KEI&qid=1633023703&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-136,164,129,18,4.26,"Editore
Einaudi Ragazzi (La biblioteca di Gianni Rodari, 4)","[' Fantascienza & Fantasy ', ' Bambini ', ' Narrativa & Letteratura ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8879268097/books
48,48,48,Children_Lit,Filastrocche in cielo e in terra. Ediz. illustrata,"Gianni Rodari (Autore),",978-8879269155,149,"
Editore
‏
:
‎

Einaudi Ragazzi; Illustrated edizione (14 giugno 2011)
","
Lingua
‏
:
‎

Italiano
",4.7,"['83%', '12%', '3%', '1%', '1%']",138.0,49.0,https://www.amazon.it/Filastrocche-cielo-terra-Ediz-illustrata/dp/8879269151/ref=sr_1_354?dchild=1&m=A1IZZI10GE0KEI&qid=1633023724&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-354,error,931,78,4.47,error, Giochi ,error,https://www.anobii.com/search/978-8879269155/books
49,49,49,Children_Lit,Fino a quando la mia stella brillerà,"Liliana Segre (Autore),",978-8868369804,200,"
Editore
‏
:
‎

Piemme; 1° edizione (16 gennaio 2018)
","
Lingua
‏
:
‎

Italiano
",4.7,"['83%', '11%', '3%', '1%', '1%']",1491.0,380.0,https://www.amazon.it/Fino-quando-mia-stella-briller%C3%A0/dp/886836980X/ref=sr_1_28?dchild=1&m=A1IZZI10GE0KEI&qid=1633023693&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-28,error,132,15,4.34,error,error,error,https://www.anobii.com/search/978-8868369804/books
50,50,50,Children_Lit,"Furbo, il signor Volpe","Roald Dahl (Autore),",978-8869187360,89,"
Editore
‏
:
‎

Salani (22 settembre 2016)
","
Lingua
‏
:
‎

Italiano
",4.7,"['82%', '13%', '3%', '1%', '1%']",233.0,56.0,https://www.amazon.it/Furbo-signor-Volpe-Roald-Dahl/dp/8869187365/ref=sr_1_117?dchild=1&m=A1IZZI10GE0KEI&qid=1633023701&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-117,error,438,51,4.01,error,"[' Adolescenti ', ' Bambini ', ' Narrativa & Letteratura ']",error,https://www.anobii.com/search/978-8869187360/books
51,51,51,Children_Lit,Game over,Gabby16bit (Autore),978-8891581297,180,"
Editore
‏
:
‎

Fabbri (6 novembre 2018)
","
Lingua
‏
:
‎

Italiano
",4.5,"['73%', '16%', '5%', '2%', '4%']",272.0,75.0,https://www.amazon.it/Game-over-Gabby16bit/dp/8891581291/ref=sr_1_219?dchild=1&m=A1IZZI10GE0KEI&qid=1633023710&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-219,error,0,0,0.0,error,error,error,https://www.anobii.com/search/978-8891581297/books
52,52,52,Children_Lit,"Goro goro. La pesca della stella, il viaggio di Daruma e altre storie giapponesi","Laura Imai Messina (Autore),",978-8831004947,160,"
Editore
‏
:
‎

Salani (25 febbraio 2021)
","
Lingua
‏
:
‎

Italiano
",4.6,"['78%', '12%', '5%', '1%', '3%']",107.0,32.0,https://www.amazon.it/stella-viaggio-Daruma-storie-giapponesi/dp/8831004948/ref=sr_1_118?dchild=1&m=A1IZZI10GE0KEI&qid=1633023701&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-118,error,11,2,3.82,error,error,error,https://www.anobii.com/search/978-8831004947/books
53,53,53,Children_Lit,Harry Potter e i doni della morte Tascabile (Vol. 7),"J. K. Rowling (Autore),",978-8831003445,684,"
Editore
‏
:
‎

Salani; New edizione (23 gennaio 2020)
","
Lingua
‏
:
‎

Italiano
",4.8,"['87%', '9%', '2%', '1%', '1%']",936.0,154.0,https://www.amazon.it/Harry-Potter-doni-della-morte/dp/8831003445/ref=sr_1_25?dchild=1&m=A1IZZI10GE0KEI&qid=1633023693&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-25,error,30887,2566,4.44,error,error,error,https://www.anobii.com/search/978-8831003445/books
54,54,54,Children_Lit,Harry Potter e il Principe Mezzosangue Tascabile (Vol. 6),"J. K. Rowling (Autore),",978-8831003438,588,"
Editore
‏
:
‎

Salani; New edizione (23 gennaio 2020)
","
Lingua
‏
:
‎

Italiano
",4.8,"['88%', '10%', '1%', '1%', '1%']",860.0,123.0,https://www.amazon.it/Harry-Potter-Principe-Mezzosangue-6/dp/8831003437/ref=sr_1_21?dchild=1&m=A1IZZI10GE0KEI&qid=1633023693&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-21,error,29464,1077,4.41,error,error,error,https://www.anobii.com/search/978-8831003438/books
55,55,55,Children_Lit,Harry Potter e il calice di fuoco Tascabile (Vol. 4),"J. K. Rowling (Autore),",978-8831003414,668,"
Editore
‏
:
‎

Salani; New edizione (23 gennaio 2020)
","
Lingua
‏
:
‎

Italiano
",4.8,"['85%', '11%', '2%', '1%', '1%']",1246.0,192.0,https://www.amazon.it/Harry-Potter-calice-fuoco-4/dp/8831003410/ref=sr_1_18?dchild=1&m=A1IZZI10GE0KEI&qid=1633023693&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-18,error,30092,976,4.42,error,error,error,https://www.anobii.com/search/978-8831003414/books
56,56,56,Children_Lit,Harry Potter e la camera dei segreti Tascabile (Vol. 2),"J. K. Rowling (Autore),",978-8831003391,224,"
Editore
‏
:
‎

Salani; New edizione (23 gennaio 2020)
","
Lingua
‏
:
‎

Italiano
",4.8,"['84%', '12%', '2%', '1%', '1%']",2673.0,603.0,https://www.amazon.it/Harry-Potter-camera-dei-segreti/dp/8831003399/ref=sr_1_11?dchild=1&m=A1IZZI10GE0KEI&qid=1633023691&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-11&sres=8893679949%2C8817141720%2C8891585246%2C8831003380%2C8804616989%2C8817144983%2C8809058348%2C8804598891%2C8831003402%2C8804598905%2C8831003399%2C8893810735%2C885667839X%2C8804680687%2C8896918448%2C8851187029,error,31752,1014,4.22,error,"[' Fantascienza & Fantasy ', ' Bambini ', ' Narrativa & Letteratura ']",error,https://www.anobii.com/search/978-8831003391/books
57,57,57,Children_Lit,Harry Potter e la pietra filosofale (Vol. 1),"J. K. Rowling (Autore),",978-8893814508,300,"
Editore
‏
:
‎

Salani (25 gennaio 2018)
","
Lingua
‏
:
‎

Italiano
",4.7,"['82%', '13%', '4%', '1%', '1%']",918.0,205.0,https://www.amazon.it/Harry-Potter-pietra-filosofale-1/dp/8893814501/ref=sr_1_116?dchild=1&m=A1IZZI10GE0KEI&qid=1633023701&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-116,300,36470,2045,4.28,"Editore
Salani","[' Fantascienza & Fantasy ', ' Bambini ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8893814508/books
58,58,58,Children_Lit,Harry Potter e la pietra filosofale Tascabile (Vol. 1),"J. K. Rowling (Autore),",978-8831003384,310,"
Editore
‏
:
‎

Salani; New edizione (23 gennaio 2020)
","
Lingua
‏
:
‎

Italiano
",4.8,"['84%', '11%', '3%', '1%', '1%']",3381.0,835.0,https://www.amazon.it/Harry-Potter-pietra-filosofale-1/dp/8831003380/ref=sr_1_4?dchild=1&m=A1IZZI10GE0KEI&qid=1633023691&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-4&sres=8893679949%2C8817141720%2C8891585246%2C8831003380%2C8804616989%2C8817144983%2C8809058348%2C8804598891%2C8831003402%2C8804598905%2C8831003399%2C8893810735%2C885667839X%2C8804680687%2C8896918448%2C8851187029,error,36470,2045,4.28,error,error,error,https://www.anobii.com/search/978-8831003384/books
59,59,59,Children_Lit,Harry Potter e la pietra filosofale. Ediz. a colori (Vol. 1),"J. K. Rowling (Autore),",978-8831000147,336,"
Editore
‏
:
‎

Salani; Illustrated edizione (31 ottobre 2019)
","
Lingua
‏
:
‎

Italiano
",4.7,"['83%', '9%', '4%', '2%', '2%']",444.0,209.0,https://www.amazon.it/Harry-Potter-pietra-filosofale-colori/dp/8831000144/ref=sr_1_97?dchild=1&m=A1IZZI10GE0KEI&qid=1633023700&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-97,error,36470,2045,4.28,error,"[' Fantascienza & Fantasy ', ' Bambini ']",error,https://www.anobii.com/search/978-8831000147/books
60,60,60,Children_Lit,Harry Potter. La serie completa. Ediz. copertine De Lucchi,"J. K. Rowling (Autore),",978-8831007023,3808,"
Editore
‏
:
‎

Salani (25 febbraio 2021)
","
Lingua
‏
:
‎

Italiano
",4.7,"['82%', '10%', '3%', '2%', '2%']",814.0,462.0,https://www.amazon.it/Harry-Potter-completa-copertine-Lucchi/dp/8831007025/ref=sr_1_163?dchild=1&m=A1IZZI10GE0KEI&qid=1633023705&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-163,3,0,0,0.0,"Editore
Salani",error,Riguardo questa edizione,https://www.anobii.com/search/978-8831007023/books
61,61,61,Children_Lit,Ho fatto gol in Champions!,"Paolo Colombo (Autore),",978-8856670240,96,"
Editore
‏
:
‎

Piemme (11 marzo 2019)
","
Lingua
‏
:
‎

Italiano
",4.5,"['69%', '18%', '9%', '2%', '2%']",185.0,49.0,https://www.amazon.it/fatto-gol-Champions-Paolo-Colombo/dp/8856670240/ref=sr_1_152?dchild=1&m=A1IZZI10GE0KEI&qid=1633023704&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-152,error,0,0,0.0,error,[' Bambini '],error,https://www.anobii.com/search/978-8856670240/books
62,62,62,Children_Lit,I Cinque Malfatti,Beatrice Alemagna (Autore),978-8898523061,40,"
Editore
‏
:
‎

TopiPittori; Illustrated edizione (1 marzo 2016)
","
Lingua
‏
:
‎

Italiano
",4.7,"['78%', '14%', '6%', '2%', '1%']",260.0,100.0,https://www.amazon.it/I-Cinque-Malfatti-Beatrice-Alemagna/dp/8898523068/ref=sr_1_53?dchild=1&m=A1IZZI10GE0KEI&qid=1633023696&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-53,32,40,5,4.4,"Editore
Topipittori","[' Fumetti & Graphic Novels ', ' Bambini ', ' Narrativa & Letteratura ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8898523061/books
63,63,63,Children_Lit,I ragazzi della via Pál: Tradotto da Mario Brelich,"Ferenc Molnàr (Autore),",978-8809766006,320,"
Editore
‏
:
‎

Giunti (7 settembre 2011)
","
Lingua
‏
:
‎

Italiano
",4.5,"['71%', '17%', '8%', '2%', '2%']",147.0,30.0,https://www.amazon.it/ragazzi-via-P%C3%A1l-Ferenc-Moln%C3%A1r/dp/8809766008/ref=sr_1_245?dchild=1&m=A1IZZI10GE0KEI&qid=1633023712&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-245,error,4321,406,4.11,error,error,error,https://www.anobii.com/search/978-8809766006/books
64,64,64,Children_Lit,I viaggi di Giovannino Perdigiorno,"Gianni Rodari (Autore),",978-8867144761,32,"
Editore
‏
:
‎

Emme Edizioni (19 gennaio 2016)
","
Lingua
‏
:
‎

Italiano
",4.7,"['81%', '14%', '3%', '1%', '1%']",754.0,213.0,https://www.amazon.it/viaggi-Giovannino-Perdigiorno-Gianni-Rodari/dp/8867144766/ref=sr_1_96?dchild=1&m=A1IZZI10GE0KEI&qid=1633023698&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-96,error,2,3,5.0,error,"[' Bambini ', ' Educazione & Insegnamento ']",error,https://www.anobii.com/search/978-8867144761/books
65,65,65,Children_Lit,Il GGG: 1,"Roald Dahl (Autore),",978-8869187803,215,"
Editore
‏
:
‎

Salani (24 novembre 2016)
","
Lingua
‏
:
‎

Italiano
",4.7,"['80%', '13%', '4%', '2%', '1%']",986.0,310.0,https://www.amazon.it/GGG-1-Roald-Dahl/dp/8869187802/ref=sr_1_77?dchild=1&m=A1IZZI10GE0KEI&qid=1633023697&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-77,215,3878,369,4.26,"Editore
Salani (Istrici Dahl)","[' Fantascienza & Fantasy ', ' Bambini ', ' Narrativa & Letteratura ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8869187803/books
66,66,66,Children_Lit,Il Giardino Segreto: Tradotto da Giorgio Van Straten,"Frances Hodgson Burnett (Autore),",978-8809768642,352,"
Editore
‏
:
‎

Giunti (7 settembre 2011)
","
Lingua
‏
:
‎

Italiano
",4.6,"['70%', '21%', '5%', '2%', '2%']",286.0,76.0,https://www.amazon.it/giardino-segreto-Frances-Hodgson-Burnett/dp/8809768647/ref=sr_1_187?dchild=1&m=A1IZZI10GE0KEI&qid=1633023707&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-187,error,4621,557,4.13,error,error,error,https://www.anobii.com/search/978-8809768642/books
67,67,67,Children_Lit,Il Pentolino di Antonino,"ISABELLE CARRIER (Autore, Illustratore)",978-8867450862,40,"
Editore
‏
:
‎

Kite; 2° edizione (15 marzo 2018)
","
Lingua
‏
:
‎

Italiano
",4.8,"['89%', '5%', '4%', '1%', '1%']",162.0,48.0,https://www.amazon.it/Pentolino-Antonino-ISABELLE-CARRIER/dp/8867450867/ref=sr_1_157?dchild=1&m=A1IZZI10GE0KEI&qid=1633023704&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-157,error,50,9,4.38,error,error,error,https://www.anobii.com/search/978-8867450862/books
68,68,68,Children_Lit,Il Piccolo Principe. Il grande libro pop-up. Ediz. integrale,"Antoine de Saint-Exupéry (Autore),",978-8845280009,66,"
Editore
‏
:
‎

Bompiani; Unabridged edizione (1 ottobre 2015)
","
Lingua
‏
:
‎

Italiano
",4.8,"['90%', '6%', '2%', '1%', '1%']",309.0,164.0,https://www.amazon.it/Piccolo-Principe-grande-pop-up-integrale/dp/8845280004/ref=sr_1_158?dchild=1&m=A1IZZI10GE0KEI&qid=1633023704&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-158,error,42614,3919,4.4,error,error,error,https://www.anobii.com/search/978-8845280009/books
69,69,69,Children_Lit,Il Piccolo Principe. Replica prima edizione del 1949,"Antoine de Saint-Exupéry (Autore),",978-8830102125,144,"
Editore
‏
:
‎

Bompiani; Special edizione (25 settembre 2019)
","
Lingua
‏
:
‎

Italiano
",4.7,"['82%', '11%', '5%', '1%', '1%']",131.0,53.0,https://www.amazon.it/Piccolo-Principe-Replica-prima-edizione/dp/8830102121/ref=sr_1_389?dchild=1&m=A1IZZI10GE0KEI&qid=1633023726&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-389,error,42614,3919,4.4,error,error,error,https://www.anobii.com/search/978-8830102125/books
70,70,70,Children_Lit,"Il bambino, la talpa, la volpe e il cavallo","Charlie Mackesy (Autore),",978-8831004923,128,"
Editore
‏
:
‎

Salani (8 ottobre 2020)
","
Lingua
‏
:
‎

Italiano
",4.7,"['85%', '9%', '4%', '1%', '2%']",303.0,95.0,https://www.amazon.it/bambino-talpa-volpe-cavallo/dp/8831004921/ref=sr_1_56?dchild=1&m=A1IZZI10GE0KEI&qid=1633023696&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-56,error,34,7,4.47,error, Fumetti & Graphic Novels ,error,https://www.anobii.com/search/978-8831004923/books
71,71,71,Children_Lit,Il barone rampante. Oscar Junior,"Italo Calvino (Autore),",978-8804598893,234,"
Editore
‏
:
‎

Mondadori; 2° edizione (13 aprile 2010)
","
Lingua
‏
:
‎

Italiano
",4.5,"['71%', '16%', '7%', '2%', '4%']",1302.0,267.0,https://www.amazon.it/barone-rampante-Italo-Calvino/dp/8804598891/ref=sr_1_8?dchild=1&m=A1IZZI10GE0KEI&qid=1633023691&qsid=257-1850760-1996258&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-8&sres=8893679949%2C8817141720%2C8891585246%2C8831003380%2C8804616989%2C8817144983%2C8809058348%2C8804598891%2C8831003402%2C8804598905%2C8831003399%2C8893810735%2C885667839X%2C8804680687%2C8896918448%2C8851187029,13,14745,879,4.12,"Editore
Mondadori","[' Fantascienza & Fantasy ', ' Umorismo ', ' Narrativa & Letteratura ']","Riguardo questa edizione
Tutte le edizioni",https://www.anobii.com/search/978-8804598893/books
72,72,72,Children_Lit,Il cacciatore di sogni. La storia dello scienziato che salvò il mondo. Oscar Junior,"Sara Rattaro (Autore),",978-8804709992,155,"
Editore
‏
:
‎

Mondadori (19 marzo 2019)
","
Lingua
‏
:
‎

Italiano
",4.7,"['82%', '13%', '2%', '1%', '2%']",161.0,35.0,https://www.amazon.it/cacciatore-sogni-storia-scienziato-mondo/dp/8804709995/ref=sr_1_334?dchild=1&m=A1IZZI10GE0KEI&qid=1633023720&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-334,error,35,2,4.04,error, Adolescenti ,error,https://www.anobii.com/search/978-8804709992/books
73,73,73,Children_Lit,Il cavaliere inesistente. Oscar Junior,"Italo Calvino (Autore),",978-8804598886,182,"
Editore
‏
:
‎

Mondadori (13 aprile 2010)
","
Lingua
‏
:
‎

Italiano
",4.6,"['76%', '15%', '6%', '1%', '3%']",431.0,87.0,https://www.amazon.it/cavaliere-inesistente-Italo-Calvino/dp/8804598883/ref=sr_1_43?dchild=1&m=A1IZZI10GE0KEI&qid=1633023694&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-43,error,9958,563,4.04,error,error,error,https://www.anobii.com/search/978-8804598886/books
74,74,74,Children_Lit,Il ciuccio di Nina. Ediz. illustrata,"Christine Naumann-Villemin (Autore),",978-8880332480,28,"
Editore
‏
:
‎

Il Castoro; Illustrated edizione (1 febbraio 2003)
","
Lingua
‏
:
‎

Italiano
",4.7,"['78%', '12%', '6%', '2%', '1%']",519.0,234.0,https://www.amazon.it/ciuccio-Nina-Ediz-illustrata/dp/8880332481/ref=sr_1_108?dchild=1&m=A1IZZI10GE0KEI&qid=1633023700&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-108,error,64,10,4.33,error,error,error,https://www.anobii.com/search/978-8880332480/books
75,75,75,Children_Lit,Il codice delle ragazze,Alessandra Spada (Autore),978-8828201274,266,"
Editore
‏
:
‎

Solferino (16 maggio 2019)
","
Lingua
‏
:
‎

Italiano
",4.6,"['72%', '18%', '7%', '2%', '1%']",252.0,41.0,https://www.amazon.it/codice-delle-ragazze-Alessandra-Spada/dp/8828201274/ref=sr_1_47?dchild=1&m=A1IZZI10GE0KEI&qid=1633023694&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-47,266,0,0,0.0,"Editore
Solferino (Junior)",error,Riguardo questa edizione,https://www.anobii.com/search/978-8828201274/books
76,76,76,Children_Lit,Il dito magico,"Roald Dahl (Autore),",978-8869188725,64,"
Editore
‏
:
‎

Salani (10 novembre 2016)
","
Lingua
‏
:
‎

Italiano
",4.6,"['73%', '16%', '7%', '1%', '2%']",435.0,94.0,https://www.amazon.it/dito-magico-Roald-Dahl/dp/8869188728/ref=sr_1_111?dchild=1&m=A1IZZI10GE0KEI&qid=1633023700&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-111,error,314,32,3.84,error, Fantascienza & Fantasy ,error,https://www.anobii.com/search/978-8869188725/books
77,77,77,Children_Lit,Il fantasma del Colosseo. Ediz. illustrata: Il fantasma del pettirosso,"Geronimo Stilton (Autore),",978-8856649314,116,"
Editore
‏
:
‎

Piemme; Illustrated edizione (12 luglio 2016)
","
Lingua
‏
:
‎

Italiano
",4.7,"['78%', '17%', '3%', '2%', '1%']",396.0,90.0,https://www.amazon.it/fantasma-del-Colosseo-Ediz-illustrata/dp/8856649314/ref=sr_1_161?dchild=1&m=A1IZZI10GE0KEI&qid=1633023705&refinements=p_6%3AA1IZZI10GE0KEI&rnid=508715031&s=books&sr=1-161,error,10,10,3.85,error,error,error,https://www.anobii.com/search/978-8856649314/books
