,index,Genere,Genere_Suggerito,Pud_Data,Title,Author,ISBN,Num_Pages_GR,Stars_GR,Distr_Rat_GR,N_Votes_GR,N_Reviews_GR,GR_link,Stars_AZ,Distr_Rat_AZ,N_Votes_AZ,N_Reviews_AZ,AZ_link
37,37,Children_Lit,"['Childrens > Picture Books\n1,506 users', 'Childrens\n1,027 users', 'Fiction\n370 users', 'Fantasy\n316 users', 'Classics\n138 users', 'Food and Drink > Food\n130 users', 'Humor\n129 users', 'Kids\n53 users', 'Childrens > Juvenile\n45 users']",Published April 1st 1982 by Atheneum Books for Young Readers (first published August 1st 1978),Cloudy With a Chance of Meatballs,Judi Barrett,9780689707490,32,4.16,"['48%', '28%', '18%', '4%', '2%']",134755,2295,https://www.goodreads.com/book/show/8073.Cloudy_With_a_Chance_of_Meatballs,4.8,"['89%', '7%', '2%', '1%', '1%']",2853.0,509.0,https://www.amazon.it/s?k=9780689707490&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
38,38,Children_Lit,"['Childrens > Picture Books\n1,225 users', 'Childrens\n1,025 users', 'Fiction\n293 users', 'Humor\n138 users', 'Classics\n119 users', 'Folklore > Monsters\n88 users', 'Childrens > Storytime\n57 users', 'Kids\n54 users', 'Childrens > Juvenile\n40 users']",Published May 11th 2004 by Golden Books (first published 1971),The Monster at the End of this Book,Jon Stone,9780375829130,32,4.44,"['65%', '20%', '10%', '3%', '2%']",122693,3054,https://www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book,4.9,"['93%', '4%', '2%', '1%', '1%']",17749.0,2806.0,https://www.amazon.it/s?k=9780375829130&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
39,39,Children_Lit,"['Childrens\n999 users', 'Fiction\n700 users', 'Fantasy\n548 users', 'Classics\n219 users', 'Childrens > Middle Grade\n204 users', 'Young Adult\n145 users', 'Humor\n140 users', 'Novels\n70 users', 'Childrens > Chapter Books\n63 users']",Published 2003 by Jonathan Cape (first published January 10th 1981),George's Marvellous Medicine,Roald Dahl,9780224064903,120,4.02,"['38%', '34%', '22%', '5%', '1%']",81493,2932,https://www.goodreads.com/book/show/74532.George_s_Marvellous_Medicine,4.8,"['85%', '10%', '3%', '1%', '1%']",4167.0,736.0,https://www.amazon.it/s?k=9780224064903&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
40,40,Children_Lit,"['Classics\n4,787 users', 'Fantasy\n3,016 users', 'Fiction\n1,752 users', 'Childrens\n990 users', 'Young Adult\n479 users', 'Adventure\n288 users', 'Literature\n233 users', 'Childrens > Middle Grade\n170 users', 'Novels\n160 users']",Published September 7th 2004 by Gramercy Books (first published 1865),Alice in Wonderland,Jane Carruth,9780517223628,92,4.02,"['40%', '32%', '20%', '5%', '2%']",388349,5379,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,4.5,"['73%', '15%', '7%', '2%', '3%']",11402.0,4083.0,https://www.amazon.it/s?k=9780517223628&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
41,41,Children_Lit,"['Childrens > Picture Books\n1,789 users', 'Childrens\n1,039 users', 'Fiction\n237 users', 'Poetry\n140 users', 'Classics\n116 users', 'Childrens > Storytime\n115 users', 'Kids\n75 users', 'Academic > School\n45 users', 'Humor\n43 users']",Published August 1st 2000 by Beach Lane Books (first published 1989),Chicka Chicka Boom Boom,Bill Martin Jr.,9780689835681,40,4.23,"['56%', '22%', '15%', '5%', '2%']",156779,4782,https://www.goodreads.com/book/show/293595.Chicka_Chicka_Boom_Boom,4.9,"['91%', '6%', '2%', '1%', '1%']",23704.0,3048.0,https://www.amazon.it/s?k=9780689835681&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
42,42,Children_Lit,"['Fiction\n1,388 users', 'Young Adult\n1,028 users', 'Childrens\n976 users', 'Childrens > Middle Grade\n794 users', 'Fantasy\n756 users', 'Mystery\n662 users', 'Adventure\n295 users', 'Humor\n228 users', 'Audiobook\n226 users']",Published February 20th 2001 by HarperCollins Publishers,The Ersatz Elevator,Lemony Snicket,9780060566210,259,4.03,"['36%', '37%', '22%', '4%', '1%']",130799,3644,https://www.goodreads.com/book/show/172327.The_Ersatz_Elevator,4.8,"['85%', '9%', '3%', '1%', '1%']",616.0,159.0,https://www.amazon.it/s?k=9780060566210&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
43,43,Children_Lit,"['Fantasy\n1,115 users', 'Childrens\n960 users', 'Classics\n670 users', 'Fiction\n632 users', 'Childrens > Middle Grade\n272 users', 'Young Adult\n236 users', 'Adventure\n115 users', 'Childrens > Juvenile\n99 users', 'Childrens > Chapter Books\n79 users']",Published April 1st 2003 by Clarion Books (first published 1952),The Borrowers,Mary Norton,9780152047375,180,4.02,"['37%', '35%', '22%', '4%', '1%']",92815,2026,https://www.goodreads.com/book/show/348573.The_Borrowers,4.7,"['81%', '12%', '4%', '1%', '2%']",1307.0,328.0,https://www.amazon.it/s?k=9780152047375&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
44,44,Children_Lit,"['Childrens > Picture Books\n1,045 users', 'Childrens\n959 users', 'Classics\n323 users', 'Fiction\n310 users', 'Railways > Trains\n84 users', 'Kids\n56 users', 'Fantasy\n53 users', 'Childrens > Juvenile\n48 users', 'Transport\n44 users']",Published July 11th 2006 by Platt & Munk (first published 1930),The Little Engine That Could,Watty Piper,9780448405209,48,4.17,"['50%', '25%', '18%', '5%', '2%']",106667,1538,https://www.goodreads.com/book/show/824204.The_Little_Engine_That_Could,4.8,"['88%', '6%', '3%', '2%', '2%']",2576.0,639.0,https://www.amazon.it/s?k=9780448405209&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
45,45,Children_Lit,"['Childrens > Picture Books\n1,133 users', 'Childrens\n938 users', 'Fiction\n207 users', 'Animals\n140 users', 'Family\n120 users', 'Classics\n115 users', 'Love\n91 users', 'Kids\n69 users', 'Childrens > Storytime\n38 users']",Published January 27th 2005 by Candlewick (first published 1988),Guess How Much I Love You,Sam McBratney,9780763600136,20,4.36,"['60%', '23%', '12%', '3%', '2%']",132312,1848,https://www.goodreads.com/book/show/301736.Guess_How_Much_I_Love_You,4.8,"['88%', '7%', '3%', '1%', '1%']",4303.0,1918.0,https://www.amazon.it/s?k=9780763600136&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
46,46,Children_Lit,"['Childrens\n937 users', 'Childrens > Picture Books\n695 users', 'Fiction\n270 users', 'Classics\n175 users', 'Poetry\n170 users', 'Fantasy\n71 users', 'Humor\n65 users', 'Animals\n53 users', 'Kids\n45 users']",Published May 6th 2003 by Green Back Books / HarperCollins Children's Books (first published 1965),Fox in Socks,Dr. Seuss,9780007158478,64,4.07,"['46%', '26%', '20%', '6%', '2%']",59448,1526,https://www.goodreads.com/book/show/105551.Fox_in_Socks,4.8,"['90%', '6%', '2%', '1%', '1%']",9816.0,1097.0,https://www.amazon.it/s?k=9780007158478&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
47,47,Children_Lit,"['Childrens\n931 users', 'Fiction\n656 users', 'Humor\n488 users', 'Childrens > Middle Grade\n357 users', 'Young Adult\n269 users', 'Fantasy\n201 users', 'Short Stories\n155 users', 'Childrens > Chapter Books\n114 users', 'Childrens > Juvenile\n114 users']",Published January 19th 2004 by Bloomsbury Childrens Books (first published 1978),Sideways Stories from Wayside School,Louis Sachar,9780747571773,144,4.13,"['46%', '31%', '17%', '4%', '2%']",94534,2818,https://www.goodreads.com/book/show/15779.Sideways_Stories_from_Wayside_School,4.8,"['88%', '8%', '3%', '1%', '1%']",1729.0,258.0,https://www.amazon.it/s?k=9780747571773&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
48,48,Children_Lit,"['Childrens > Picture Books\n1,191 users', 'Childrens\n929 users', 'Humor\n386 users', 'Fiction\n374 users', 'Fantasy\n234 users', 'Fantasy > Fairy Tales\n223 users', 'Short Stories\n103 users', 'Kids\n59 users', 'Retellings\n58 users']",Published October 1st 1992 by Viking Books for Young Readers,The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,9780670844876,52,4.18,"['49%', '28%', '16%', '4%', '2%']",94885,2349,https://www.goodreads.com/book/show/407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales,4.8,"['90%', '6%', '2%', '1%', '1%']",3635.0,726.0,https://www.amazon.it/s?k=9780670844876&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
49,49,Children_Lit,"['Childrens\n922 users', 'Fiction\n641 users', 'Childrens > Middle Grade\n256 users', 'Classics\n246 users', 'Realistic Fiction\n178 users', 'Young Adult\n170 users', 'Humor\n139 users', 'Childrens > Chapter Books\n134 users', 'Childrens > Juvenile\n110 users']",Published June 8th 2000 by Oxford University Press (first published July 1st 1955),Beezus and Ramona,Beverly Cleary,9780192750969,160,4.01,"['38%', '34%', '22%', '5%', '2%']",97511,2206,https://www.goodreads.com/book/show/91244.Beezus_and_Ramona,4.7,"['83%', '10%', '4%', '2%', '2%']",931.0,133.0,https://www.amazon.it/s?k=9780192750969&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
50,50,Children_Lit,"['Fiction\n1,276 users', 'Young Adult\n984 users', 'Childrens\n916 users', 'Childrens > Middle Grade\n759 users', 'Fantasy\n705 users', 'Mystery\n638 users', 'Adventure\n282 users', 'Humor\n219 users', 'Audiobook\n218 users']",Published April 24th 2001 by HarperCollins Publishers,The Vile Village,Lemony Snicket,9780060566227,272,3.96,"['33%', '36%', '25%', '5%', '1%']",126395,3100,https://www.goodreads.com/book/show/150037.The_Vile_Village,4.8,"['84%', '11%', '3%', '1%', '2%']",565.0,162.0,https://www.amazon.it/s?k=9780060566227&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
51,51,Children_Lit,"['Holiday > Christmas\n1,355 users', 'Childrens\n915 users', 'Childrens > Picture Books\n815 users', 'Classics\n787 users', 'Poetry\n571 users', 'Fiction\n330 users', 'Holiday\n307 users', 'Fantasy\n106 users', 'Kids\n46 users']",Published October 28th 1998 by G.P. Putnam's Sons (first published December 23rd 1823),The Night Before Christmas,Clement C. Moore,9780399231902,32,4.37,"['59%', '24%', '13%', '3%', '1%']",114429,2305,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,4.7,"['85%', '8%', '3%', '2%', '3%']",5517.0,2095.0,https://www.amazon.it/s?k=9780399231902&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
52,52,Children_Lit,"['Childrens > Picture Books\n1,424 users', 'Childrens\n907 users', 'Fiction\n259 users', 'Animals\n245 users', 'Classics\n117 users', 'Fantasy\n71 users', 'Kids\n54 users', 'Childrens > Storytime\n31 users', 'Academic > School\n29 users']",Published 1992 by North-South Books,The Rainbow Fish,Marcus Pfister,9781558580091,32,4.18,"['52%', '24%', '17%', '5%', '2%']",132043,2965,https://www.goodreads.com/book/show/766020.The_Rainbow_Fish,4.8,"['91%', '5%', '2%', '1%', '1%']",10242.0,1050.0,https://www.amazon.it/s?k=9781558580091&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
53,53,Children_Lit,"['Classics\n1,177 users', 'Historical > Historical Fiction\n1,091 users', 'Childrens\n905 users', 'Fiction\n725 users', 'Young Adult\n414 users', 'Historical\n378 users', 'Childrens > Middle Grade\n217 users', 'Childrens > Juvenile\n127 users', 'Family\n70 users']",Published January 1st 2007 by HarperTrophy (first published 1937),On the Banks of Plum Creek,Laura Ingalls Wilder,9780060885403,358,4.2,"['45%', '34%', '17%', '3%', '1%']",95046,1933,https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek,4.8,"['88%', '8%', '2%', '1%', '1%']",781.0,143.0,https://www.amazon.it/s?k=9780060885403&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
54,54,Children_Lit,"['Childrens\n904 users', 'Childrens > Picture Books\n832 users', 'Fiction\n228 users', 'Classics\n126 users', 'Animals\n121 users', 'Animals > Dogs\n78 users', 'Kids\n58 users', 'Poetry\n36 users', 'Childrens > Juvenile\n34 users']",Published March 12th 1961 by Random House (first published 1961),"Go, Dog. Go!",P.D. Eastman,9780394800202,64,4.11,"['48%', '24%', '20%', '6%', '2%']",84430,1715,https://www.goodreads.com/book/show/460548.Go_Dog_Go_,4.8,"['91%', '5%', '2%', '1%', '1%']",5608.0,787.0,https://www.amazon.it/s?k=9780394800202&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
55,55,Children_Lit,"['Childrens\n902 users', 'Fiction\n661 users', 'Young Adult\n342 users', 'Childrens > Middle Grade\n292 users', 'Realistic Fiction\n233 users', 'Humor\n198 users', 'Classics\n159 users', 'Childrens > Chapter Books\n116 users', 'Childrens > Juvenile\n106 users']",Published January 6th 2004 by Berkley (first published 1972),Tales of a Fourth Grade Nothing,Judy Blume,9780425193792,144,4.1,"['43%', '33%', '19%', '4%', '2%']",135015,2949,https://www.goodreads.com/book/show/37741.Tales_of_a_Fourth_Grade_Nothing,4.8,"['86%', '9%', '3%', '1%', '1%']",5823.0,677.0,https://www.amazon.it/s?k=9780425193792&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
56,56,Children_Lit,"['Young Adult\n3,527 users', 'Childrens > Middle Grade\n1,102 users', 'Fantasy > Magic\n939 users', 'Childrens\n899 users', 'Classics\n669 users', 'Adventure\n667 users', 'Audiobook\n406 users', 'Young Adult > Young Adult Fantasy\n381 users', 'Science Fiction Fantasy\n322 users']",Published August 1st 2001 by Harper Trophy (first published April 1986),Howl’s Moving Castle,Diana Wynne Jones,9780064410342,329,4.25,"['50%', '32%', '13%', '3%', '2%']",256181,18255,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,4.8,"['84%', '11%', '3%', '1%', '1%']",6765.0,1669.0,https://www.amazon.it/s?k=9780064410342&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
57,57,Children_Lit,"['Fiction\n1,057 users', 'Humor\n986 users', 'Childrens\n882 users', 'Childrens > Middle Grade\n734 users', 'Young Adult\n614 users', 'Realistic Fiction\n591 users', 'Sequential Art > Graphic Novels\n507 users', 'Humor > Comedy\n267 users', 'Sequential Art > Comics\n210 users']",Published April 1st 2007 by Amulet Books,Diary of a Wimpy Kid,Jeff Kinney,9780810993136,226,3.98,"['45%', '25%', '19%', '7%', '5%']",531027,18581,https://www.goodreads.com/book/show/389627.Diary_of_a_Wimpy_Kid,4.7,"['81%', '12%', '4%', '1%', '2%']",6238.0,1884.0,https://www.amazon.it/s?k=9780810993136&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
58,58,Children_Lit,"['Classics\n1,026 users', 'Childrens\n878 users', 'Fiction\n611 users', 'Fantasy\n214 users', 'Animals\n115 users', 'Audiobook\n79 users', 'Childrens > Picture Books\n70 users', 'Childrens > Middle Grade\n69 users', 'Young Adult\n66 users']",Published October 31st 1988 by Dutton Books for Young Readers (first published January 1st 1928),The House at Pooh Corner,A.A. Milne,9780525444442,180,4.36,"['56%', '28%', '13%', '2%', '1%']",85429,1677,https://www.goodreads.com/book/show/776407.The_House_at_Pooh_Corner,4.7,"['87%', '6%', '4%', '1%', '2%']",444.0,168.0,https://www.amazon.it/s?k=9780525444442&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
59,59,Children_Lit,"['Young Adult\n2,304 users', 'Fiction\n1,515 users', 'Childrens\n873 users', 'Classics\n707 users', 'Childrens > Middle Grade\n583 users', 'Young Adult > Coming Of Age\n348 users', 'Realistic Fiction\n334 users', 'Contemporary\n214 users', 'Literature > Banned Books\n155 users']",Published September 2001 by Richard Jackson/Athaneum Books for Young Readers (first published 1970),"Are You There God? It's Me, Margaret",Judy Blume,9780689841583,149,3.9,"['34%', '34%', '24%', '6%', '3%']",202783,6999,https://www.goodreads.com/book/show/37732.Are_You_There_God_It_s_Me_Margaret,4.8,"['86%', '9%', '3%', '1%', '1%']",4623.0,941.0,https://www.amazon.it/s?k=9780689841583&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
60,60,Children_Lit,"['Fiction\n1,179 users', 'Young Adult\n889 users', 'Childrens\n851 users', 'Childrens > Middle Grade\n686 users', 'Fantasy\n652 users', 'Mystery\n592 users', 'Adventure\n270 users', 'Audiobook\n213 users', 'Humor\n199 users']",Published May 10th 2003 by Egmont (first published September 4th 2001),The Hostile Hospital,Lemony Snicket,9781405206129,272,3.98,"['34%', '37%', '24%', '4%', '1%']",104189,2795,https://www.goodreads.com/book/show/65118.The_Hostile_Hospital,4.8,"['84%', '12%', '3%', '1%', '1%']",470.0,135.0,https://www.amazon.it/s?k=9781405206129&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
61,61,Children_Lit,"['Childrens > Picture Books\n1,300 users', 'Childrens\n830 users', 'Classics\n349 users', 'Fiction\n283 users', 'Animals\n212 users', 'Kids\n49 users', 'Cultural > Spain\n48 users', 'Childrens > Juvenile\n42 users', 'Humor\n23 users']",Published January 1st 1936 by Viking,The Story of Ferdinand,Munro Leaf,9780670674244,72,4.35,"['57%', '26%', '13%', '3%', '1%']",88888,1866,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand,4.8,"['89%', '7%', '3%', '1%', '1%']",5070.0,1798.0,https://www.amazon.it/s?k=9780670674244&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
62,62,Children_Lit,"['Fantasy\n1,054 users', 'Childrens\n825 users', 'Fiction\n782 users', 'Young Adult\n504 users', 'Classics\n340 users', 'Childrens > Middle Grade\n272 users', 'Childrens > Juvenile\n128 users', 'Adventure\n125 users', 'Childrens > Chapter Books\n77 users']",Published 2003 by Collins (first published 1980),The Indian in the Cupboard,Lynne Reid Banks,9780007148981,192,3.92,"['33%', '35%', '25%', '6%', '2%']",101296,2433,https://www.goodreads.com/book/show/125404.The_Indian_in_the_Cupboard,4.8,"['86%', '9%', '3%', '1%', '1%']",3319.0,636.0,https://www.amazon.it/s?k=9780007148981&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
63,63,Children_Lit,"['Childrens\n821 users', 'Fiction\n804 users', 'Childrens > Middle Grade\n399 users', 'Young Adult\n380 users', 'Classics\n347 users', 'Mystery\n211 users', 'Realistic Fiction\n156 users', 'Childrens > Juvenile\n121 users', 'Childrens > Chapter Books\n64 users']",Published 2002 by Yearling (first published 1964),Harriet the Spy,Louise Fitzhugh,9780440416791,300,3.95,"['38%', '31%', '22%', '6%', '3%']",97751,2605,https://www.goodreads.com/book/show/232576.Harriet_the_Spy,4.7,"['81%', '11%', '4%', '2%', '2%']",969.0,164.0,https://www.amazon.it/s?k=9780440416791&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
64,64,Children_Lit,"['Childrens > Picture Books\n1,395 users', 'Childrens\n821 users', 'Classics\n318 users', 'Fiction\n281 users', 'Animals\n235 users', 'Family\n50 users', 'Kids\n44 users', 'Childrens > Juvenile\n42 users', 'Animals > Birds\n35 users']",Published September 10th 2001 by Viking Press (first published 1941),Make Way for Ducklings,Robert McCloskey,9780670035380,64,4.22,"['52%', '26%', '15%', '4%', '2%']",87093,1763,https://www.goodreads.com/book/show/29291.Make_Way_for_Ducklings,4.9,"['92%', '5%', '1%', '1%', '1%']",1942.0,591.0,https://www.amazon.it/s?k=9780670035380&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
65,65,Children_Lit,"['Classics\n15,730 users', 'Fiction\n6,397 users', 'Adventure\n1,421 users', 'Young Adult\n1,284 users', 'Historical > Historical Fiction\n1,272 users', 'Literature\n998 users', 'Childrens\n820 users', 'Academic > School\n574 users', 'Novels\n545 users']",Published February 28th 2006 by Penguin Classics (first published 1876),The Adventures of Tom Sawyer,Mark Twain,9780143039563,244,3.92,"['33%', '36%', '23%', '6%', '2%']",815016,11044,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,4.5,"['70%', '17%', '7%', '2%', '4%']",3259.0,962.0,https://www.amazon.it/s?k=9780143039563&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
66,66,Children_Lit,"['Fiction\n1,158 users', 'Young Adult\n907 users', 'Childrens\n811 users', 'Childrens > Middle Grade\n660 users', 'Fantasy\n630 users', 'Mystery\n605 users', 'Adventure\n268 users', 'Audiobook\n204 users', 'Humor\n202 users']",Published September 23rd 2003 by HarperCollins Publishers,The Slippery Slope,Lemony Snicket,9780064410137,337,4.03,"['37%', '36%', '22%', '4%', '1%']",112147,2693,https://www.goodreads.com/book/show/297792.The_Slippery_Slope,4.8,"['86%', '10%', '2%', '1%', '1%']",564.0,144.0,https://www.amazon.it/s?k=9780064410137&i=stripbooks&__mk_it_IT=%C3%85M%C3%85%C5%BD%C3%95%C3%91&ref=nb_sb_noss
